wc,tif,trb
1280,8032,18556
1758,9872,16082
1959,14513,13070
1081,8959,8437
830,5711,9757
82,693,353
3255,15788,26153
683,4229,6319
475,2888,3748
230,1821,3439
458,3428,3954
2629,11694,26024
1173,7679,12056
246,1885,2402
760,3899,12105
817,4737,9290
1357,9107,17518
1009,6514,6448
2911,14342,28310
2398,15683,15756
1290,8988,7873
1007,4603,9477
1749,11515,12702
1485,8628,14450
1758,10634,15980
18,135,147
422,3240,2953
1380,8959,10746
2331,14209,18397
341,2166,1909
1492,10309,15243
1064,8191,6015
2116,10816,19016
2107,13714,15349
628,3306,8474
2060,17577,5763
1084,5935,14622
350,2541,4126
593,3142,10505
2255,12390,12711
1940,12797,11623
807,4006,11459
884,6574,6973
603,3186,8553
1610,7617,18738
1127,7346,13525
2105,12861,16428
1574,12349,15057
545,3791,3802
178,933,2267
1342,10469,5930
2234,11700,14178
954,6762,7525
2941,16045,29940
165,634,3117
1581,11532,10309
1011,5955,10618
1267,6649,13615
449,1879,9020
1707,9165,16945
2141,10428,20759
3964,23252,36129
2267,13889,20981
859,3337,12008
1924,11825,18996
1898,14433,11438
2546,12240,26278
2349,12589,13249
29,145,220
1482,8383,15266
2571,12376,20570
1221,7721,13176
1634,8614,17627
741,5549,6466
1758,5619,25556
1776,9630,17234
1017,5292,16733
19,51,298
1324,8203,14708
716,3814,7508
1407,9176,11171
1447,5606,19824
3455,18208,23849
2289,14360,18487
3864,22761,22353
1327,7536,15910
2326,12403,19918
2118,10129,21292
2686,14888,22882
2551,13650,22236
2357,14210,18114
1407,6251,19298
2546,16851,10776
2030,8098,21108
2706,19034,26455
1679,10615,13664
1137,6325,15825
2587,14321,19750
2831,16502,26591
895,4620,15447
1878,13425,14419
1592,7460,20215
1081,4376,16797
3535,22540,17164
1743,9481,16862
2348,12450,24108
893,3682,13565
1276,8260,8941
1021,6615,14867
845,5913,4983
2374,10395,26963
1248,9676,7753
777,4785,8343
2477,15529,24821
1086,6748,11966
3163,15154,30109
1365,7053,14306
1554,10002,12115
1463,6530,16512
1793,9503,16907
40,224,656
896,7790,9250
1768,9358,28310
2922,20251,22552
901,3255,17194
2530,16238,19824
1522,9318,17310
2694,13944,32060
