wc,tif,trb
29,83,267
39,194,352
40,233,255
46,212,554
49,242,351
55,319,515
32,161,323
32,158,316
31,159,224
52,277,518
33,160,291
60,245,629
68,284,522
24,110,185
22,109,198
29,135,166
33,134,406
75,481,458
31,195,248
47,231,368
27,219,148
37,157,326
27,139,256
38,167,307
30,179,182
30,195,241
36,174,289
45,235,290
44,260,318
36,160,380
41,235,403
46,195,526
73,449,524
23,146,161
28,152,276
24,145,140
31,109,324
27,183,194
16,115,94
12,54,124
15,63,162
26,161,216
35,153,492
27,211,149
40,193,363
32,145,230
34,234,188
34,156,388
20,149,173
46,307,220
20,68,312
38,249,285
39,219,233
25,140,179
34,142,310
38,158,428
40,214,222
55,279,325
36,224,340
28,154,308
24,150,200
32,160,306
31,121,365
54,203,577
49,288,310
30,153,280
36,195,318
43,215,285
44,235,302
37,160,238
26,171,191
26,155,177
41,247,236
27,136,217
33,128,414
22,122,168
53,282,481
23,123,171
41,144,543
26,147,175
41,182,462
57,331,490
26,141,237
34,133,264
61,252,589
21,87,216
31,160,347
65,339,454
45,236,543
24,136,252
39,203,332
21,72,290
31,149,326
51,227,426
34,175,415
26,135,223
52,316,505
24,153,183
27,112,237
49,190,681
37,144,279
24,146,227
47,269,370
45,292,359
41,182,364
41,223,426
27,97,302
52,236,524
29,154,225
50,226,536
33,234,228
51,307,422
49,238,403
42,219,251
73,386,591
20,161,159
25,99,336
35,170,280
46,235,384
23,95,268
33,104,293
50,214,484
31,116,393
31,126,383
48,202,550
34,175,430
32,169,283
43,187,494
41,190,293
26,135,223
37,158,330
25,140,148
47,231,394
37,204,314
33,109,334
41,225,340
54,211,541
24,89,315
46,294,281
36,191,230
55,324,397
33,151,203
30,172,344
32,144,272
57,321,582
34,187,201
39,214,341
40,200,446
38,231,186
46,185,438
40,162,348
32,163,233
38,211,389
42,214,414
53,261,573
29,153,252
45,243,312
27,101,304
30,137,271
44,189,387
21,103,146
35,121,426
44,226,271
42,194,354
23,169,174
20,84,218
46,159,463
45,303,241
30,144,358
48,228,410
47,224,431
58,320,388
20,65,229
48,240,399
34,174,268
29,165,323
38,169,278
24,170,124
31,138,373
27,96,279
41,208,330
23,132,205
37,167,394
47,192,429
31,141,348
52,271,424
44,192,423
34,169,266
37,135,465
54,297,502
44,246,258
42,181,537
17,69,227
42,257,274
