wc,tif,trb
7,21,59
15,104,117
4,2,14
6,10,40
8,41,39
7,22,49
7,10,59
35,268,367
7,26,45
10,41,103
8,34,81
10256,98896,85418
18,160,134
26,129,210
13,30,217
38,300,549
3,1,14
8490,64689,114057
121,995,1478
7,24,37
4,7,38
155,709,2682
12,65,156
6,20,26
5,14,57
5,18,28
4,3,17
3,5,22
193,1395,1315
62,208,1263
61,901,504
3,4,12
155,848,2735
121,685,1967
45,367,584
36,645,57
2,0,4
7803,41684,129936
6,20,16
4,13,38
8,24,56
70,788,782
178,1562,2273
6,14,53
53,521,492
5,4,46
124,881,1693
119,410,2533
6,12,24
87,350,893
6,19,52
12,74,113
8,27,53
6,24,12
5,9,37
2,6,24
6,11,33
86,320,1214
77,866,932
61,498,955
5,21,20
5,9,62
12,55,173
11,49,110
12,73,89
8,25,55
16,62,178
9,22,72
6,13,37
6,19,36
4,2,16
7,14,74
5,6,36
5,9,36
65,220,943
682,4967,11989
61,500,934
15,88,187
14774,91815,167293
8,23,57
21,109,222
12002,76122,176923
2951,28578,36276
8,36,44
25,90,211
100,1061,785
71,487,1044
13798,102528,132316
17,99,146
23,187,271
17,83,90
20,73,169
13,123,40
2416,25035,17971
128,704,2410
4,4,16
11,56,57
5,13,53
12,112,68
5568,25037,80709
8,54,26
13,57,168
5,3,28
55,155,182
56,474,574
4,7,43
6,14,37
247,2233,2222
4,6,28
15,45,203
4,4,54
8,24,56
72,350,528
66,240,942
24,113,249
32,203,277
8,30,50
5,11,39
3,1,14
131,1172,1262
25,108,264
66,209,545
152,1238,1136
21,128,275
9,32,59
5,10,48
7,33,40
44,277,399
8,25,55
3,8,20
7,13,56
6,15,46
8,52,28
5,7,37
8,25,55
6,30,32
6,10,61
7,20,35
7,13,42
6,22,38
14,66,164
8,13,67
15,149,70
8,40,40
22,114,252
7,17,38
3,2,18
19,90,225
13,100,69
5578,19516,119780
368,3239,4771
3,7,23
7,33,47
191,1703,2582
9,48,82
382,2537,5681
124,1182,1117
6,14,57
96,444,1650
3,8,19
6,9,43
5,8,51
14,109,55
7,29,44
10,17,149
133,672,2509
5572,19493,119726
6,11,45
8,37,79
14,46,166
6,17,27
8357,50092,133579
4097,25945,64186
215,2216,1871
6,4,47
12,93,73
6,11,45
5,7,37
70,526,1086
44,362,618
99,734,878
7,19,61
5,13,58
107,410,1437
7410,84691,76435
11,72,65
127,837,1438
178,1480,2774
546,2194,7343
96,816,906
16,84,136
8,33,47
6,7,57
96,1014,1242
18,63,232
7,25,51
6,16,44
7,11,44
13,65,122
6,18,32
6,9,46
8,13,67
8598,104320,81627
5,10,31
18,107,193
1928,19941,10126
26,169,186
51,417,392
14,78,134
17,66,175
10,21,85
76,649,855
8,33,47
16,117,125
702,5439,9828
15,64,167
6,17,97
22434,143251,199891
36,166,316
13956,77789,186452
18,153,182
75,409,1240
7957,47975,81924
256,1677,2712
92,447,1528
24,136,259
8358,50102,133594
5,2,23
8,4,76
4,5,39
8469,109133,74836
45,360,659
15,118,113
64,1270,210
74,460,1309
16700,64629,152464
15,82,180
14,137,69
4,4,23
13,71,148
7,26,49
14,93,158
6,22,53
6223,52912,95600
65,558,947
6,7,29
35,238,422
6,6,38
5899,45673,74017
12,85,140
6,23,45
7,34,21
9,59,87
1308,10814,17748
11,84,94
4,3,42
19,83,59
7,18,51
7,22,99
13,96,91
7,17,63
8,32,48
80,406,1310
22,144,166
89,862,1057
6,9,42
6,15,35
5,4,27
8074,76978,99266
5,2,30
235,1482,2196
7603,83516,82831
20,145,273
8,43,37
6,6,50
90,611,1229
5,2,30
87,417,1572
7,21,52
97,801,1240
7,24,31
13,60,148
11,35,120
10,74,102
5,5,55
68,192,1332
193,1249,3476
224,1386,2692
16781,103755,164320
19,112,189
14,98,126
13,37,193
196,1154,2794
5,7,32
74,303,1474
8071,44405,132683
7,23,32
16,127,153
7,24,45
5,8,41
40,252,679
6,10,45
5,25,46
19523,153223,125606
5,13,30
42,290,292
10901,52169,188278
8,34,46
33,122,313
8,29,76
7,30,50
6,23,53
11,75,74
4,1,19
3,5,50
6,16,32
9,40,99
9,50,97
27,205,234
7,32,39
6,9,43
117,484,1849
8,37,43
15,66,69
18,111,137
8,41,39
13,90,97
5,6,19
1900,10417,36979
9,41,116
11,70,110
14871,84533,158630
4,7,53
4,2,27
15912,129003,126549
25,80,381
7,17,38
17,51,244
23,125,190
61,525,880
19,115,128
15,81,92
8,29,51
7,15,54
59,547,628
7,21,34
3,1,21
192,982,1866
8,30,50
21,173,209
26,176,222
22,174,154
31,135,342
5,16,21
51,368,311
3,2,35
10887,43841,196040
24,206,132
6,7,48
541,3543,4835
139,1206,935
45,305,331
216,1335,3069
25,182,203
64,557,923
6,17,51
4335,32183,48604
4,8,41
115,904,1427
4,7,32
8240,71133,110051
7,10,65
8,32,48
37,177,480
12,28,225
25,142,160
76,348,1352
740,5006,9716
7,16,57
5745,55046,50417
11,115,90
8378,71158,113180
17,120,137
10,52,117
37,192,451
8,25,55
18,77,229
5,9,34
10,55,121
8,30,50
12,98,125
7,16,45
7,15,40
18,61,123
13,57,166
16,83,175
27,254,153
222,2350,1863
20,192,104
7,13,63
67,860,695
62,482,1000
8,29,51
27,100,362
75,746,447
8,45,35
5,14,68
6,9,27
6,17,49
7,24,66
18,104,88
6,13,35
10,67,63
11,50,138
17,63,245
13,67,133
7,11,44
60,288,1137
3,1,34
7,20,60
5,11,14
177,1367,2451
17,70,249
89,455,1439
61,493,852
372,1842,6144
68,293,1194
122,737,2193
2710,14879,52746
16,82,168
120,1174,1370
7,22,47
95,946,616
7,26,35
10,29,93
6,9,55
79,306,604
13,85,80
13,96,67
4,10,45
77,508,1296
83,268,1145
83,360,1092
6,8,42
3620,35761,41573
27,154,298
91,840,1356
336,1676,5379
11,62,109
11,84,53
8,48,32
8,26,54
8,24,56
2,7,12
3059,31272,13156
34,202,500
1867,9323,26088
6,12,34
14,61,169
4224,30806,62126
16,98,185
17,91,184
45,168,903
350,2935,3931
7,10,70
17,157,130
3141,31422,33813
6,7,43
6,22,53
8,25,55
70,815,731
8,32,48
5,7,39
61,443,991
16,70,186
5704,26819,114565
576,2860,9546
1222,7408,21650
303,1777,3466
18,85,221
5,10,26
230,1846,2358
94,454,1526
174,1335,615
168,787,2200
280,1707,2653
5570,19503,86336
13,78,123
22,218,80
262,2567,2591
44,274,370
32,268,196
3453,27349,47816
18,110,114
10,29,161
17,76,219
7,26,45
95,800,1150
541,4396,5849
6,6,65
6,13,51
35,286,223
4,12,50
160,713,2269
17,91,190
8227,25036,155243
12,70,126
77,453,863
8184,43683,136243
8444,88830,95702
133,710,1643
13748,89389,168031
