wc,tif,trb
6379,29878,126895
713,4693,6043
414,2809,6213
575,3654,7197
250,1150,5016
346,2339,2339
3619,22719,45764
6366,22654,118070
5700,60164,57401
6475,50392,69215
1083,9891,11130
8510,51306,130552
13,75,180
425,2703,7594
179,704,3439
402,2140,5498
4533,42975,56404
161,625,3286
4696,17412,98969
235,1811,2625
3830,25459,62070
8,16,64
3823,24252,60708
3517,13191,71166
4877,20061,100680
12205,78454,113221
1666,14248,17790
3219,12894,67427
3556,18736,68923
47,288,822
8255,42894,141643
174,1592,2683
8265,56062,77621
329,1985,3888
3391,17285,66084
351,3032,3979
3459,10664,74767
3871,15484,70559
3435,13565,69586
1030,2481,23165
6,19,48
348,3742,2666
162,557,3373
252,1244,4975
527,3009,7495
1769,15188,10440
492,1850,5094
5076,15508,106654
3675,8546,77251
860,4367,10037
18,90,174
5208,40622,72816
9777,59066,118076
5,16,25
504,3426,4873
6311,31226,118947
3320,20588,60934
12,28,112
4920,36943,67868
7,16,39
119,175,2747
12574,40410,155508
4294,35799,58271
4,3,48
456,1909,6562
9706,43142,102247
3983,16724,70451
380,2615,6001
6095,34678,89097
827,4595,9538
423,2188,7289
4814,43243,63041
3105,13069,63334
524,3900,3833
2695,9682,57573
271,2586,3678
4610,19214,82910
2140,9660,38994
3474,24261,60871
4105,22972,52653
314,2815,4036
287,2247,3974
4010,12864,84894
522,4604,3219
7688,47388,121808
7,16,59
313,1125,5747
13647,54866,173185
10931,71517,94757
503,3416,4621
9424,68433,72280
323,733,6353
3305,12974,68409
469,2308,6385
3464,15844,69558
751,4420,7943
7867,52934,96237
803,5132,5581
6619,32797,112589
834,3485,9159
351,715,6816
6226,40443,92753
3032,4551,71135
13257,100055,76936
163,566,3396
171,620,3535
11308,87381,105333
3712,29064,59850
3316,21852,59544
4783,41286,59207
4678,25834,90996
8455,63427,121488
304,1742,4946
1290,5812,11870
189,1553,2860
184,725,3583
325,1194,5932
9831,83243,79670
351,1295,6176
12272,79419,107703
910,5501,10167
2980,26124,40512
3069,13781,62764
3362,27716,36111
479,2517,7038
336,2801,4479
647,2358,8202
611,4220,9121
5457,28545,104145
333,1976,5011
640,5314,3800
9783,76856,48785
7229,51533,55374
2976,8694,65586
5,13,51
462,3069,8145
161,1096,2835
237,1088,2442
1414,8457,11747
3273,17886,59546
489,2396,8744
566,4252,6960
20,99,281
3532,7761,77515
570,3282,6252
4829,28177,77844
171,687,3468
331,2431,4106
1603,10623,11489
3838,21411,65605
9562,55337,131565
14420,86811,145376
6,22,46
546,3912,7360
10,15,65
331,1317,5931
3910,22586,66636
18,93,237
1013,4808,16137
567,4489,6260
380,2410,4210
169,732,3397
580,3205,6420
11445,45621,140555
500,2909,6991
10,50,113
190,958,3555
253,1490,3997
685,5689,6814
171,774,3293
397,3355,3038
3211,10696,67344
4239,30628,55763
4,8,52
8,37,77
723,6020,4891
3215,8343,71932
160,1154,2726
157,4,3875
6574,40576,99854
137,713,2546
917,5965,13863
5,12,13
163,567,3388
5446,36016,75542
245,2809,2459
171,1536,2241
362,3718,3474
6121,26807,108679
7804,44852,131293
11,18,189
14043,76243,134002
7246,61340,82893
7,17,58
315,1559,5286
689,4722,4107
912,5946,6359
4780,39641,61763
10592,99992,50607
177,1319,2986
199,739,3832
3462,23391,50861
28,295,189
572,4333,5835
407,2668,6423
442,3658,4588
174,346,3856
410,2406,3548
6,9,27
12869,105185,78279
172,762,3424
11,44,103
198,1474,3068
764,3873,7645
3064,9197,67283
2170,16925,25508
8575,82078,50480
15,37,224
172,1588,2592
146,433,3157
2000,17377,27879
7,15,46
172,679,3501
3631,13003,73593
247,824,5269
1701,15514,20506
188,1038,3416
6362,26286,111500
1604,4025,35949
1058,5346,12160
8,21,59
52,199,1017
9335,77247,87164
4069,16808,75419
193,1413,3337
3649,13622,69781
3561,13832,70615
4922,46293,56165
475,2871,6295
5457,11877,120054
335,3131,3954
150,436,2387
769,3440,5438
236,2585,2390
8561,71208,79702
6216,43801,69187
8649,47453,104678
175,1079,3149
5351,55814,63795
3979,28413,69974
173,675,3522
637,3100,6613
6367,50428,58006
12524,59989,142511
168,899,3202
3179,12753,66542
10152,55662,117908
3992,28927,42012
8,22,58
3458,7397,76633
3223,12879,67594
172,674,3537
389,1994,4081
37,246,402
6221,42299,51953
3511,16034,67209
3,0,21
7638,30037,129231
3756,39590,44040
584,5067,3209
6,17,34
3143,11433,67036
275,2234,2810
10,10,108
4227,23205,72528
495,2980,5265
3512,12315,73676
701,3643,9042
445,2105,3442
5906,35852,102540
4112,19956,68214
307,2600,1503
426,2899,5886
3222,6440,73996
323,1365,5706
5,10,26
11864,52664,138966
3478,25112,57484
13949,47186,160975
990,6377,5385
3651,23203,63412
316,4471,1263
39,203,260
4252,17803,72946
1076,5280,9270
241,2444,762
3205,23630,38936
193,1066,3405
621,3664,3929
376,1346,6506
149,808,2821
3223,17564,62891
658,4767,6527
966,6398,5792
3078,8751,67999
5207,59170,49988
171,354,3801
502,5127,5472
12,50,74
33,132,573
709,3384,7035
358,3440,1241
3446,9759,73797
1349,12034,15239
574,3202,4513
260,1633,4367
6361,29940,110599
6331,48040,61255
6302,33734,105431
3482,18527,64709
9288,72652,87184
416,3271,4258
15587,111326,79742
17293,85249,136605
3534,7610,79716
160,638,3272
8426,88710,43308
331,2663,5236
3041,12158,63747
121,825,1004
14880,96699,142754
4198,26346,64702
6179,35872,98756
3693,32430,51783
11087,93777,76285
3607,9593,79072
6099,46031,89046
324,1363,6630
477,3230,3465
4272,40520,55474
779,2499,12325
10904,60447,149456
11562,77385,84527
632,3333,7769
3962,16816,71703
3214,11265,68883
7561,49332,97386
5284,22987,103711
3559,26433,58960
4060,20727,80653
3308,41308,36442
6948,38726,107544
7,14,57
3026,26324,26444
16009,81072,137293
5937,17103,114420
7944,72718,68290
1576,13159,15219
3398,12575,71069
408,2673,3818
3419,29284,49564
162,953,2977
37,97,306
248,666,5428
6710,34408,109717
16018,98448,105578
589,2589,11092
8,46,80
3868,8604,77728
3154,14134,61582
5290,28685,97311
3534,28763,53264
477,3316,5058
338,2255,4745
866,6400,7757
505,3614,5180
3039,25708,49247
734,4652,7716
5658,54912,66421
3383,20510,62497
11107,70132,113527
669,4399,8915
12173,54749,160834
181,401,4042
820,5385,6653
20,107,133
9,22,138
5517,30179,86179
6444,30008,111610
3524,8317,74855
4008,13614,81516
10398,56384,150555
407,2402,6703
20432,114677,158016
3345,11846,67101
7892,33295,136275
8013,73153,53029
18176,101220,95665
3056,16787,59509
3064,27845,45656
9288,69478,91237
15799,57384,213837
7161,65005,80664
326,2222,1303
3152,14660,62538
4939,18486,103655
324,2907,3704
3229,10977,69666
18586,96456,157297
164,571,3409
384,2882,4390
3377,29851,48198
8628,63988,122216
13646,73111,144012
16188,72329,181406
622,2852,6440
520,4511,2525
164,1330,2653
425,2259,3483
3679,12835,75041
5,7,33
738,5100,4149
1015,5613,7785
13271,86422,121861
309,1627,5128
890,7637,4071
3506,31846,51028
3039,18202,57650
12516,72722,111584
7,15,61
7,10,66
10762,78886,96772
393,2991,4494
328,1001,3165
3677,26828,57896
170,837,3313
232,1362,3660
3583,11767,75114
6824,45797,92627
3225,28383,51576
7987,57447,90417
9340,64407,78128
5045,53195,51837
863,4122,10363
18809,90227,175364
9929,51935,170144
4055,23840,58239
9520,36048,128685
239,2173,2986
3706,18530,70270
9871,69026,119516
3946,32724,58062
4751,12736,105891
3895,26732,59483
7,17,44
4950,59275,46262
3085,8087,67619
8720,53891,94155
7798,56284,89774
20806,115983,221059
9362,41856,129152
247,2600,2609
4713,31265,71294
5196,11473,113767
21226,120588,170654
8,33,47
4222,12009,93475
1114,4470,11326
11,39,125
2104,18366,26491
12,53,127
3058,12221,64154
9922,59231,117280
260,1107,5157
489,2945,3564
5071,34606,72945
3220,9658,70772
17736,109446,165228
11086,85526,73161
368,1319,7777
7828,42593,133833
7,9,67
2992,28373,46326
19694,120259,110681
10286,43618,129584
171,1329,2867
18,132,174
4389,15583,94061
6,12,52
6121,37097,90615
9507,47718,127879
304,3379,2463
4652,29426,73102
9603,53307,124460
3265,15604,65969
610,4527,8590
3719,29143,58482
16,39,275
3307,5529,77014
535,3894,6163
247,969,5110
887,5861,7630
4376,37110,61716
602,4424,9254
8,26,54
306,1667,5348
6513,45782,97573
17,67,194
6633,48458,92869
4189,30224,69100
13800,52149,158284
162,1499,2476
