wc,tif,trb
7,21,59
7,26,45
2,0,4
6,10,40
7,32,39
7,22,49
7,10,59
13,36,91
6,12,34
7,23,64
8,34,81
9884,96277,84283
15,120,117
13,70,100
8,15,100
7,17,63
5,13,46
8332,64356,117880
41,298,390
8,24,56
3,4,16
75,375,1216
13,68,178
5,12,15
4,13,39
5,17,29
4,3,17
3,5,22
7,37,43
6,12,59
18,208,142
3,4,12
56,275,873
26,141,430
22,111,289
17,226,49
2,0,4
8206,43747,136736
4,7,9
4,13,38
7,17,56
16,148,84
29,220,354
6,14,53
17,156,129
5,4,46
21,229,118
21,67,426
6,12,24
22,58,204
6,19,52
9,45,79
8,26,54
5,13,12
5,9,37
1,0,11
4,5,11
30,157,329
20,213,208
5,22,31
6,22,28
4,6,40
12,40,206
8,39,75
10,65,65
8,28,52
15,57,170
7,18,58
4,4,17
8,44,47
4,2,16
10,17,104
5,6,36
4,6,14
16,52,180
242,1793,4163
20,124,273
8,35,65
14767,92503,169581
7,23,38
17,85,188
12203,78318,177310
3092,29848,38105
8,41,39
14,43,125
12,76,83
20,73,247
13659,104632,131443
9,41,58
11,58,106
13,55,106
9,25,90
10,73,31
3690,40585,26736
28,122,480
3,0,16
9,40,51
5,13,53
7,35,20
5570,25046,80753
7,35,20
12,54,126
5,3,28
8,22,58
9,63,62
8,31,95
6,14,37
39,324,359
4,6,28
12,24,161
5,5,57
8,24,56
21,156,153
18,68,202
11,48,99
32,229,263
6,26,34
7,46,54
3,1,14
3369,5334,32024
31,172,370
9,38,89
58,395,423
12,75,145
8,24,56
5,10,48
7,33,40
24,147,173
8,25,55
2,1,8
5,6,34
6,15,46
7,31,24
4,2,23
8,25,55
7,31,24
10,41,110
7,20,35
6,5,39
8,29,51
15,78,177
6,8,49
16,211,69
7,23,32
18,89,207
6,1,54
3,2,18
10,33,103
12,77,73
5584,19534,119868
369,3288,4749
4,8,31
8,33,47
71,558,837
11,48,108
42,231,661
20,154,160
6,14,57
30,137,505
4,8,38
7,18,37
6,8,58
7,22,33
7,29,44
7,7,68
35,158,597
5580,19515,119898
4,9,36
5,17,38
7,15,54
6,17,27
8357,50119,133636
4158,26323,65129
36,368,240
6,4,47
9,37,54
6,19,31
5,7,37
20,124,256
22,156,274
35,237,331
7,19,61
8,26,108
64,222,788
8324,94406,91068
15,79,94
35,137,388
561,4705,9190
374,1908,6773
67,505,592
23,155,166
8,33,47
5,7,57
11,71,78
10,21,124
8,25,60
6,16,44
6,9,39
13,65,122
6,18,32
6,9,46
7,9,62
8395,105786,78324
6,14,36
19,111,208
12132,128288,65158
14,85,99
11,72,77
27,126,243
17,89,162
8,20,68
59,430,751
10,40,84
14,116,94
371,2811,5091
22,102,256
7,18,105
22246,144442,200047
31,152,293
13929,77896,186636
11,111,73
36,154,488
8249,52389,85170
