wc,tif,trb
1,1,10
5,23,41
1,0,0
3,6,29
5,15,26
4,10,10
5,6,50
4,18,38
3,8,15
5,12,61
4,21,41
5,15,28
4,7,27
2,2,13
4,16,39
2,1,19
1,1,3
6,16,20
5,12,27
3,7,22
4,7,18
1,0,5
2,4,28
5,12,29
4,9,43
3,1,15
1,0,0
2,3,13
1,0,5
2,4,12
6,30,52
1,0,0
4,1,38
1,7,12
5,9,32
3,5,4
1,0,4
2,10,34
1,1,8
4,11,19
4,7,43
3,0,14
5,19,56
4,8,54
6,20,30
2,1,14
6,6,30
2,3,33
2,1,3
4,4,45
6,9,62
4,1,26
4,1,36
1,0,0
2,4,24
0,0,0
4,7,11
11,40,79
4,6,35
4,16,12
6,10,36
2,9,21
4,10,66
6,19,61
5,9,34
2,1,29
6,9,62
2,0,7
1,0,5
5,14,54
2,0,4
5,29,42
3,0,18
4,5,19
7,10,63
6,19,32
3,11,38
4,9,30
6,6,59
5,6,21
8,28,52
13228,121238,206865
2,1,15
1,0,4
3,5,30
6,14,37
3,1,27
5,6,25
2,1,8
2,2,9
4,11,40
2,10,20
4,8,17
8,45,50
6,12,89
2,0,7
3,8,23
5,6,33
4,10,8
3,16,39
3,1,13
4,6,47
3,5,10
2,0,4
7,34,46
2,1,13
2,6,22
6,11,33
2,6,24
2,4,32
3,3,36
7,28,27
7,15,40
4,10,43
5,23,45
8,32,55
3,8,18
2,1,10
3,0,23
4,8,31
4,20,44
2,0,7
5,9,16
2,2,18
5,22,49
6,14,48
4,2,22
4,4,20
5,7,36
3,8,27
3,3,22
1,1,6
4,3,21
1,1,6
4,5,40
6,30,34
5,7,67
3,1,14
1,0,19
5,18,39
5,11,24
7,30,46
5,11,24
3,5,8
5,10,40
1,0,0
3,3,24
4,8,23
4,6,12
4,10,36
2,1,27
1,1,6
4,4,16
3,4,23
2,5,21
2,6,38
5,11,25
3,14,39
3,12,39
3,3,13
2,1,14
4,14,41
2,0,5
5,9,53
4,3,43
4,13,45
11,36,212
3,6,30
4,16,12
3,3,6
4,5,27
4,10,10
2,13,31
4,10,6
2,0,16
3,1,13
2,1,6
2,5,18
