wc,tif,trb
3867,10158,85835
4420,27554,48090
2557,16700,23387
3172,20663,41461
1731,8299,34850
2211,19715,22891
4862,27782,64094
5933,25080,106397
6813,52043,69804
5004,38639,61563
3038,25925,27023
12137,67365,128712
24,125,327
2340,14426,33746
937,4283,17271
2261,11068,32179
1129,11749,12746
694,2774,14456
4282,17496,85353
707,5906,9591
7585,50190,82405
26,168,370
6642,41801,57160
4379,19236,69994
5011,21885,81430
6775,41201,59140
2868,20665,21196
2659,10636,55685
5157,21621,98839
547,3517,10118
6440,30222,108106
2429,19340,35803
2740,20896,26290
1672,10969,20385
5088,24119,75297
1205,8213,13962
4108,13044,85158
10475,53950,118330
3392,13569,59586
2200,4802,50078
11,61,88
1997,18872,15724
674,2741,13907
2076,10364,41455
4248,24754,58479
6246,43940,29437
1134,6109,15551
3672,12356,75432
4904,20260,71577
5225,29144,60403
13,96,126
7387,40649,78628
4570,14253,78483
8,32,48
3601,21239,36085
4289,15622,87305
3397,23386,51445
16,50,150
3173,13477,51470
8,34,46
1156,1732,27036
7843,34126,96603
6912,44517,85713
6,5,66
2941,11609,46288
9193,54843,90888
9126,38967,95174
3303,23602,48828
3505,23554,48484
4389,24065,53530
3177,15688,55309
4848,35390,54371
2618,10405,49804
4658,40320,49848
2006,9169,40557
1437,12050,17824
5398,23624,81188
6894,41032,73523
3898,18225,67461
9362,45982,115034
3092,31664,34776
734,3386,12636
6774,20793,131493
2578,20671,13476
3567,20905,57830
9,38,87
2129,6856,41842
7716,41987,90353
4577,28842,42509
2152,13726,17927
7183,48957,62743
2073,5524,42081
2505,11142,47267
2637,19251,42125
4549,22778,76119
7814,42855,84519
4702,22858,71280
4416,28299,31751
8556,48772,122587
2967,11696,36612
2988,6413,59781
6289,29178,89055
1222,1840,28590
13180,69799,122183
703,2481,14920
1722,8006,32716
11327,76363,103479
6396,36780,97262
3907,19414,71955
9157,64570,80819
3254,15283,65691
7581,44133,106725
2555,14679,42104
8653,39305,83329
302,3695,3723
1002,4835,19638
2079,6575,41159
8060,63157,63886
2311,8491,43378
7298,47337,51798
5861,35884,64079
7180,35967,96672
1406,6270,28028
7038,49390,52075
2767,13815,44861
1829,15247,24534
2450,12106,34421
2592,18269,38047
7086,35576,117419
2534,14912,33294
2111,15584,13929
8867,72058,41456
8486,55185,67394
1186,2528,26783
7,14,59
2469,16564,35155
693,4818,12419
1044,4907,10797
7544,47115,58072
1153,5376,17497
1962,8741,35038
530,4283,5367
38,202,378
2893,6485,64336
3593,20548,40894
6302,43159,71207
1392,5591,29069
1681,10284,21667
6524,40990,45187
4066,27720,43664
12482,66083,145593
9231,49248,109665
26,265,245
2680,17400,37591
16,66,166
2770,11073,49832
4278,22833,56379
498,3641,8653
3910,18984,58882
3545,26306,40747
12,71,97
1306,5846,26692
4101,21677,49968
3667,17854,64215
772,1481,16973
361,3862,4972
922,4994,17812
2080,12460,33234
7685,45766,75329
709,3254,14170
2192,16082,18950
1320,4612,28309
9295,47399,83857
21,102,321
25,110,415
1810,12784,13830
2409,7214,52922
641,4696,11015
689,4,17175
5246,24933,77163
271,1608,4569
2927,20785,46691
6,12,24
697,2435,14824
6153,39285,51478
1512,14216,14822
655,5978,8863
1831,18304,18386
3317,14939,60014
4316,23554,72789
19,30,347
6977,41111,67316
7631,35654,87289
8,14,66
1389,6952,23571
3277,24226,20663
5134,38699,39713
3710,23352,35933
4378,36731,28101
1766,11524,32382
1502,5494,30184
5552,29850,67596
23,181,144
3299,24181,32790
1753,8724,27693
2243,20346,24024
1390,2775,31827
2411,15164,21042
10,51,67
7679,58775,46760
1420,6399,28981
7,19,56
249,1684,3580
3751,26077,39194
1376,4198,30036
1241,6583,20519
7977,64917,42277
26,69,345
1221,10527,17729
297,890,6469
4064,38358,40154
8,25,55
1390,5559,29043
5722,33226,79567
1612,4479,31623
3400,25282,25343
1986,8568,36196
4487,13600,72703
1091,3344,23575
7068,34551,83745
22,73,305
337,1343,6998
5887,35993,72122
5906,36733,53581
648,4965,11075
6530,34943,77775
4904,14783,89049
4795,29666,47106
2711,17325,37472
6476,20905,136555
1961,17972,26406
235,690,3722
3197,16732,29030
788,7166,7906
7738,57112,52901
3783,27204,43554
5456,30445,49958
1065,5425,18911
3560,33701,47001
4484,13466,88438
1399,5559,29184
2397,11563,25894
1795,13808,19531
6718,31249,82959
18,42,269
2372,9512,49520
9713,46642,106541
2892,16253,39755
667,4443,7696
3959,17693,70248
2705,10815,56656
872,3484,18209
1745,10735,20640
14,54,190
2775,10407,33019
3167,15264,50831
5,14,37
5992,22452,95189
3516,25035,36853
4167,33456,23309
7,23,53
2044,7824,43144
945,9849,9775
624,2757,8987
7016,40154,85228
1679,11508,18285
2881,10248,58059
3705,23157,51360
1038,7112,7376
2917,13204,54357
4961,24994,80337
461,3270,2561
1260,3786,20298
2699,5392,61969
2169,9362,40117
8,41,39
8671,41589,92336
3987,32252,42056
8581,37346,112397
5587,40578,37424
3301,14153,56262
1380,12137,9070
500,2734,3110
3716,16169,56703
6212,31394,64090
1307,12809,4620
1427,9968,20306
1424,7798,26990
3139,18173,36840
1722,4498,36414
300,1631,5749
2856,14529,55885
3050,16974,34656
6198,41622,38054
3227,6133,74122
4773,41123,44561
941,1982,21389
1317,12501,14165
36,274,128
1200,3666,26118
3123,15125,30934
2424,21067,8421
3659,13881,65484
2701,14515,28344
4528,34829,34677
736,2987,14809
4562,18004,85870
2524,17070,17317
5274,31830,88218
3254,21932,43630
8634,62255,79532
1567,12527,16196
12658,79000,83356
10482,63998,87954
4635,12788,98811
692,2764,14446
4670,36104,53007
1171,10243,18633
1319,5278,27577
17,171,134
7517,45115,66615
6351,41899,58916
1866,7779,30843
4334,27730,55250
10707,83621,60464
4856,14457,99815
2727,19751,45930
1884,8217,38776
2535,21317,18544
7490,45719,95721
3419,10306,65183
5189,22890,88026
5086,33837,42448
3728,21334,48074
6107,28167,84457
2403,9084,45103
8101,59175,49909
5656,31708,89096
4244,19558,64286
