wc,tif,trb
15,41,129
22,113,202
19,90,124
24,119,249
34,191,237
28,149,229
23,104,237
21,99,180
18,86,103
32,172,340
25,123,233
29,125,245
41,204,296
16,55,115
14,66,108
15,61,105
14,58,159
38,229,174
23,107,162
25,113,194
17,125,86
19,83,133
14,61,131
20,90,137
20,95,162
18,98,124
21,84,132
24,138,162
27,152,208
22,81,215
31,203,307
23,94,247
28,172,189
13,63,98
19,82,142
16,87,80
16,42,144
18,99,165
11,69,51
13,66,93
13,51,120
16,72,100
13,54,158
19,116,136
21,110,188
16,62,122
24,119,127
18,58,218
11,56,72
28,160,176
14,37,195
20,105,149
24,120,165
12,55,71
18,62,178
14,62,152
22,128,112
39,181,249
23,121,196
18,77,169
20,120,143
16,85,145
20,67,216
31,114,308
26,160,164
15,71,137
22,84,189
20,103,138
22,122,150
25,127,181
14,72,90
20,130,130
24,121,151
18,99,141
23,87,247
17,69,94
31,146,287
15,66,126
26,74,278
15,91,82
33,174,309
46,261,544
17,87,132
17,67,108
28,124,270
22,106,172
19,74,192
34,217,190
22,104,248
12,50,108
26,135,212
15,37,189
16,62,106
33,160,276
24,109,307
18,96,142
25,142,189
17,79,142
20,86,125
23,92,263
24,101,183
22,86,185
23,85,180
24,158,164
30,147,267
20,102,190
16,50,175
30,153,263
15,75,118
27,121,296
16,81,127
30,188,251
28,142,209
21,94,177
36,162,305
24,146,174
13,53,124
19,88,132
20,106,149
19,91,172
27,141,304
20,96,173
18,102,152
17,56,189
30,129,326
24,101,276
16,66,111
24,104,224
24,102,147
12,56,99
23,105,177
16,75,89
21,87,155
19,76,166
18,45,185
22,88,151
27,132,241
16,59,142
22,100,170
19,101,124
30,156,208
27,134,189
20,94,168
21,88,137
39,237,354
16,90,88
20,121,155
20,112,164
25,125,140
24,109,187
22,108,205
16,56,106
20,78,171
24,106,218
24,90,258
18,93,168
18,82,103
18,81,183
20,84,186
25,111,201
14,67,88
21,75,218
23,128,131
30,123,256
17,103,136
17,66,157
22,62,265
24,142,155
17,74,172
25,108,199
26,165,149
30,166,186
14,56,156
29,160,192
18,84,136
17,64,145
16,59,115
15,94,97
21,75,230
26,114,238
23,76,211
17,81,142
21,77,219
25,133,209
21,113,202
30,131,224
29,99,269
20,85,180
18,64,235
28,136,246
30,135,184
23,85,269
15,58,163
24,136,176
24,113,201
15,74,137
26,78,244
24,135,217
36,149,326
8,47,33
21,82,206
22,90,192
20,116,151
21,88,169
29,160,252
38,246,234
37,172,287
28,127,323
29,173,168
39,173,363
20,109,160
19,93,168
17,66,158
30,158,247
35,196,350
30,151,229
18,76,202
30,97,315
42,257,302
34,130,423
19,89,134
26,117,227
22,128,192
25,158,210
16,58,162
27,125,258
14,45,110
14,46,107
19,103,120
16,79,133
22,98,138
12,35,139
17,70,129
23,104,194
33,158,235
24,119,175
15,43,178
28,149,192
15,71,126
17,88,132
16,68,149
31,170,292
10,54,105
33,119,311
16,71,112
17,64,135
27,122,223
22,116,176
25,129,213
25,110,256
27,126,231
27,101,214
12,49,119
28,101,279
14,78,116
12,56,120
41,223,290
23,108,174
18,52,221
29,170,202
21,88,162
17,110,73
19,89,148
32,150,191
19,66,173
25,113,201
17,79,156
24,133,162
29,139,288
30,131,348
24,111,209
25,88,209
17,73,106
20,100,155
23,108,180
31,182,286
20,72,216
35,205,257
24,96,204
16,73,152
26,93,280
19,109,146
29,120,260
29,126,269
20,95,171
23,103,254
26,133,281
29,131,276
36,175,375
24,84,174
26,129,237
38,184,414
46,236,401
24,119,129
14,46,150
30,135,253
18,98,125
30,176,166
20,86,186
19,67,226
23,67,202
11,46,97
16,69,145
36,182,264
17,69,129
28,135,194
26,125,218
26,133,199
16,79,125
20,96,163
28,140,227
28,121,259
17,66,173
16,76,112
8,16,90
19,88,139
26,127,245
21,71,252
26,134,229
21,88,184
20,99,149
23,96,255
24,113,148
30,100,304
18,67,151
33,146,313
25,123,168
20,76,150
18,76,173
21,79,270
16,83,123
43,182,359
18,54,182
25,144,147
35,186,241
20,75,233
22,111,238
32,114,308
31,166,218
27,169,158
33,137,292
23,112,246
32,102,314
23,93,168
18,86,178
14,67,88
18,102,151
46,231,512
16,70,164
27,95,288
31,140,217
38,250,229
25,57,252
23,92,186
31,179,227
29,122,374
21,93,182
29,107,251
21,115,208
21,69,163
33,206,182
34,202,293
20,80,158
27,104,298
23,137,118
31,164,269
28,165,126
12,44,88
27,138,224
16,65,137
29,177,202
33,127,370
25,118,139
21,69,235
15,30,183
40,248,337
38,172,362
24,96,195
18,74,123
26,102,236
22,95,217
19,76,179
16,64,166
22,98,185
24,116,180
18,78,113
14,54,113
23,119,156
21,109,184
30,184,183
28,146,289
21,127,135
21,88,189
34,174,257
25,115,154
34,190,269
22,128,186
26,139,203
33,169,237
18,53,195
26,139,198
22,97,188
36,183,297
19,81,161
