wc,tif,trb
6405,31708,124863
232,1658,3105
174,1391,2728
431,3021,4834
9,23,82
24,218,86
3455,20922,44321
6336,22825,115149
6453,63019,63581
6381,49195,68238
941,7884,9629
6962,31476,112674
23,151,298
699,4003,12612
164,640,3358
18,40,164
4553,43208,56569
220,1886,2930
3500,12431,74038
8,34,46
3401,23232,57025
10,39,91
3062,19840,56548
3214,11252,68978
4566,18345,95475
3920,38585,48039
1667,11682,14787
3122,12571,65331
3067,16783,59631
6,17,74
8226,41325,139107
269,2631,2999
8275,55106,77441
233,737,4956
3215,14683,65356
472,2492,6136
3862,17483,78895
2844,9711,61249
3169,12895,64882
847,2078,19031
210,1429,3738
10,50,80
168,1992,2076
247,1214,4862
178,608,3604
715,5092,5152
538,3082,5424
4668,14261,102319
3060,4612,71724
205,543,1398
34,238,456
8449,47413,109336
9477,59483,113195
91,228,1947
141,992,1874
5580,29115,103727
3127,19757,58270
8,19,61
5139,37456,68964
169,416,3689
6,7,49
12150,38660,151567
3452,27519,46593
187,422,4060
10,42,56
9454,50708,86976
2931,11486,61685
186,1053,3511
5406,32092,83988
395,2178,4833
241,1344,3859
4577,41140,59415
3188,12899,65706
1556,10342,21391
2506,8773,53729
494,4976,3943
4114,16556,76207
3148,14753,62791
3219,23373,55914
3848,23634,49262
3021,30634,42146
286,2092,3762
4615,16901,97876
8,58,22
7514,46665,118624
251,2130,2315
5,1,51
13597,53825,180179
12467,78548,100897
20,215,165
8021,65087,65303
7,10,66
3080,12367,64333
6,6,65
3067,13792,62601
6365,52244,83993
7634,52437,91681
721,4683,3805
8388,57654,123977
715,3353,7458
6,3,61
5120,33970,78662
3006,4509,70541
11888,95941,64205
6,15,56
6,6,30
10607,82222,97453
3369,31659,49320
3049,21284,54762
2745,25101,40024
4566,25314,88757
8019,61152,114748
163,718,3257
765,4559,9586
20,160,124
24,95,177
160,867,2154
9221,76465,80135
164,1182,2804
13476,84829,113521
583,4404,6475
3040,31898,40673
3059,13750,62519
344,3079,4333
5,2,42
254,2602,2844
9,30,110
379,2339,6121
4875,26781,94995
47,251,390
571,5547,3865
8534,67347,42253
5928,55433,46457
2910,8479,64190
3,2,14
347,1280,7275
79,507,1350
242,1112,2478
622,5415,7033
238,2118,811
824,3587,12303
828,4106,15879
13,75,130
3219,6463,73848
53,418,286
4874,40327,64311
8,39,41
218,942,3804
772,5674,6497
3130,17626,60504
9268,54963,126077
12431,81046,129397
3,4,16
443,3971,4234
163,638,3331
3,5,27
2764,16585,48963
17,150,127
531,3224,8945
164,1822,2158
318,2077,3515
8,14,66
216,1110,1785
10257,40558,128096
363,1753,5984
215,1324,3721
292,1488,4990
8,15,65
245,2722,2547
329,1979,5470
325,3003,2836
3292,29233,50630
2896,20980,36460
7,46,75
163,640,3346
775,5898,4959
3052,7637,68543
158,1142,2692
4,6,28
6406,40060,96606
203,2603,1724
250,2359,3788
2,1,6
12,40,128
1474,7701,13601
246,2854,2463
639,4032,4522
570,3730,6632
6085,25897,107945
7671,44225,128909
8,12,141
13462,76569,127765
9529,70478,91550
9,14,99
9,33,86
8,40,40
550,4941,3419
2065,19785,25523
9557,89842,51659
50,407,695
8,29,51
3064,26370,45810
11,43,68
30,467,163
162,941,3028
276,2958,2781
12,24,100
10,52,66
102,1418,736
12505,106320,71756
7,15,46
18,93,241
362,1212,6746
643,5379,4431
3215,9650,70611
1499,11052,15891
7731,67442,48443
13,30,211
6,9,51
167,497,3612
398,2206,4118
5,11,18
8,17,63
3633,12713,73601
6,19,49
223,1981,2800
254,2453,3039
6096,25891,108125
2220,5553,49862
434,3218,6809
163,946,3027
6,20,24
9012,80682,81446
3539,12702,71715
1842,7696,37263
3311,12148,67395
3209,11807,67362
7162,53283,81678
6,28,48
4804,9807,110205
12,62,132
6,7,66
189,807,3668
245,2833,2484
3585,38856,44029
6115,43429,67916
8355,46432,101954
16,123,205
4775,51376,50133
3754,25844,67902
173,510,2623
429,3276,3821
199,1305,2954
10723,50748,126105
5,14,50
3057,12064,64241
9280,50772,111698
5100,51750,56516
5,8,36
3050,4571,71581
3059,12238,64107
251,892,5257
97,448,1827
347,2732,4367
3297,20304,27156
3137,13740,64565
3,0,21
5576,16188,109910
3536,38103,41125
33,353,178
6,20,31
3100,11610,65674
302,2422,3076
7,20,53
3405,17269,63540
1313,14252,13561
3061,10699,65721
767,4250,6345
392,2009,2683
6154,36896,107175
4073,20138,67015
11,50,61
67,687,526
3052,6109,70091
4,10,24
48,365,288
12055,53270,139461
3287,22526,55997
13547,44749,157114
926,6284,4676
3444,23117,58405
12,102,52
14,78,84
6095,25379,89047
618,3479,6949
7,28,33
3187,29989,37610
23,135,268
168,588,3480
140,1004,1455
8,36,44
3053,16759,59446
27,218,225
635,4130,7179
2807,8264,60652
7115,62259,68686
8,38,42
182,744,3687
10,67,51
33,162,341
389,2795,3854
72,670,561
3126,8004,70073
843,6403,8290
1624,16491,21930
35,218,537
6024,28658,104422
6034,46972,60870
6115,32611,101881
3202,15893,63203
8109,76741,74338
232,1111,4179
14675,106191,75180
15960,79359,123870
3128,6408,71724
4,13,38
819,7866,4541
333,1382,6549
2913,11637,61104
21,154,199
14653,96251,140956
3536,22685,60995
5947,34719,96231
3000,26581,47033
11068,87618,80049
3702,11358,75942
5655,43466,82585
401,1604,7391
323,3422,2399
4168,39471,54895
438,1011,8341
10778,59045,148237
11519,81127,84221
453,2105,5790
3321,13619,68674
3469,12221,70886
4859,29948,67656
4681,20121,96652
3590,25014,61310
3920,20175,77643
3316,40717,37027
6293,36615,99556
5,8,51
451,4039,5330
14304,73634,121203
10463,31929,147047
7274,67240,63558
2450,26752,23688
3216,11827,67487
76,576,477
3251,26290,52172
320,1433,5511
22,167,235
549,2488,6587
6427,30988,107695
9220,72344,78663
207,607,4423
55,329,972
3616,8051,75955
3689,24165,59324
3740,17239,74613
535,4560,7605
517,3503,5357
7,38,55
755,6485,6036
25,270,153
2899,15782,56313
491,3562,5735
5691,49957,73226
3286,18749,59785
10726,67120,108886
626,4568,7882
7207,34623,115261
6,10,54
882,5266,8348
10,43,53
14,34,226
5275,30057,81765
6259,29280,108819
3151,8980,69531
4902,13259,98471
10120,54512,145134
373,2273,3975
18031,98406,145038
3489,13280,68407
9481,23349,147230
7466,69335,50265
17191,98386,87823
3054,16771,59496
3173,29479,47657
10247,67710,101315
15310,69443,217361
8435,61191,88422
22,115,287
3080,14612,61276
4932,18601,101041
28,131,229
4192,20988,77178
18249,95133,152339
74,675,993
364,3526,4018
3033,28483,46570
8291,60968,117655
13463,71167,142546
15557,70414,178618
646,2685,6953
352,3781,2423
231,1756,3209
30,283,270
3595,12469,73378
5,7,33
696,3944,3766
656,6175,7275
10926,73120,104157
287,1481,4748
17,124,181
334,1880,5332
9,24,90
9607,57343,92450
5,5,51
6,14,54
4463,51513,45316
460,3680,5334
151,1338,1543
3662,30748,53247
5,13,47
203,1270,3267
3272,10115,70731
3800,27722,58702
6284,52333,84709
