wc,tif,trb
5,11,51
11,51,84
9,34,84
8,17,63
4,8,27
7,12,43
8,31,49
4,10,24
15,71,108
9,49,110
56,446,650
12,51,209
20,106,262
16,94,166
8,15,65
6,21,48
18,54,80
6,23,13
6,16,44
7,24,47
12,76,92
5,4,23
8,18,84
6,7,29
12,47,121
7,19,50
14,60,108
5,7,39
7,36,49
18,80,200
27,196,387
6,23,32
8,14,66
9,38,89
6,14,46
13,56,109
8,25,71
5,16,44
6,13,38
10,29,89
11,53,53
508,3522,7646
5,9,22
8,35,45
7,15,46
7,11,44
8,18,90
31,278,161
260,1838,4516
511,4471,6175
5,8,33
101,497,685
10,56,68
6,17,50
6,12,39
9,55,69
184,719,3775
7,11,69
8,33,63
6,5,41
9,53,38
6,36,35
8,17,75
2,0,7
8,51,29
7,11,62
5,8,38
5,2,37
8,35,45
6,13,63
7,23,70
7,18,51
7,14,61
7,26,29
5,7,51
10,47,53
13,54,174
5,9,26
7,35,41
9,45,128
5,10,49
3,4,26
12,42,106
7,37,38
466,3854,6308
8,52,65
18,109,185
9,24,81
9,34,65
23,177,204
5,8,38
9,28,59
11,54,109
3,16,35
9,43,46
15,90,169
6,15,50
6,8,58
3,5,23
8,21,100
11,43,106
7,22,54
8,41,39
8,28,52
8,43,51
8,26,54
8,33,47
7,30,46
4,10,30
5,6,25
9,44,96
7,41,35
7,20,62
66,378,954
5,9,34
50,379,758
5,12,59
7,19,54
7,16,59
9,32,57
8,23,57
5,16,30
7,27,46
9,43,88
20,72,297
14,133,121
17,43,166
56,446,711
18,73,221
10,64,66
10,66,58
7,16,39
166,1183,1076
6,9,65
4,4,26
8,27,53
8,37,43
6,25,48
4,6,18
7,24,31
12,58,99
16,130,104
14,41,177
10,51,73
7,24,31
8,16,109
8,26,54
11,44,85
58,373,615
65,596,504
6,23,13
11,67,76
8,61,62
58,152,902
4,2,30
5,6,51
16,92,95
9,45,74
49,195,743
14,132,95
11,54,81
8,26,88
9,70,55
9,23,100
9,29,90
6,11,25
5,18,62
28,132,434
5,5,45
6,12,32
11,83,66
6,14,38
12,68,115
11,73,62
5,7,60
12,51,149
6,8,71
19,160,127
6,16,52
7,33,42
9,49,50
7,27,53
3,7,20
13,24,109
10,60,56
12,70,88
5,12,44
5,7,50
8,24,56
9,28,120
4,6,45
5,11,14
22,120,202
9,22,83
7,40,40
5,9,39
11,59,113
8,26,54
6,21,15
7,14,59
7,18,51
32,165,420
13,79,84
4,13,40
10,18,132
6,11,50
8,26,54
7,30,46
9,34,53
17,139,146
4,3,32
12,93,87
7,43,77
5,11,30
7,11,58
18,97,208
7,21,34
11,33,69
10,34,96
11,39,61
9,57,68
4,12,27
7,34,21
12,73,130
7,16,55
7,18,58
5,8,36
5,9,34
9,24,87
8,41,39
15,68,181
5,9,26
8,33,47
55,271,953
14,117,87
15,51,138
6,11,65
26,148,221
8,36,68
8,26,54
9,53,76
6,24,65
9,26,73
17,67,223
11,65,60
14,75,109
5,16,11
8,22,78
21,155,170
5,12,34
7,20,53
6,18,50
24,205,181
6,5,43
8,30,102
6,14,54
57,361,496
7,24,56
4,5,34
8,21,59
4,15,33
12,33,204
6,6,62
5,9,36
11,50,53
5,10,31
6,8,54
24,124,220
11,37,100
8,22,58
6,19,41
7,27,53
8,35,96
12,26,122
25,209,204
8,28,56
44,158,683
165,1064,1659
12,52,122
4,29,35
8,69,64
8,27,73
14,65,132
6,13,62
4,6,37
7,25,30
24,129,263
4,9,21
10,43,89
7,17,38
12,36,118
10,31,69
7,28,27
9,47,79
8,22,58
8,38,56
7,40,79
8,66,55
9,41,118
8,35,64
11,67,76
11,32,97
8,30,71
13,104,97
8,25,55
355,2193,4814
5,3,32
11,36,136
7,12,43
5,6,33
12,47,164
7,12,43
10,64,79
6,37,59
8,24,77
12,49,101
7,15,54
4,17,47
6,14,88
5,16,55
3,8,20
9,32,73
9,28,91
12,78,102
8,17,63
3,2,14
9,31,60
7,18,43
10,63,82
5,10,47
14,60,182
11,82,67
7,34,83
5,10,41
241,1634,4069
17,91,160
6,17,47
4,10,45
10,72,52
85,390,1401
7,38,37
89,453,1360
23,99,184
7,25,51
5,11,14
6,15,35
13,40,165
10,56,88
8,22,82
8,39,41
8,68,64
9,58,88
7,26,59
3,0,24
15,124,91
9,17,82
34,291,231
15,100,89
7,26,29
12,54,100
5,15,50
6,1,43
19,114,145
2,1,23
12,52,104
14,81,109
8,53,27
9,35,91
8,35,45
265,2946,2688
8,30,71
9,55,50
8,30,50
9,36,83
13,87,52
11,61,96
5,8,32
7,22,54
6,8,40
7,20,49
26,195,185
4,25,39
5,3,43
1,1,8
13,49,181
6,8,28
9,23,112
30,182,427
2,1,15
8,24,56
3,10,49
7,12,61
7,27,68
14,74,97
7,15,40
13,56,195
9,18,105
9,45,60
6,12,57
5,2,42
13,75,106
10,44,92
18,70,264
11,47,96
11,19,138
248,561,2952
11,66,95
4,8,54
8,67,59
10,46,78
8,27,53
11,49,86
18,113,155
14,53,189
20,161,220
7,10,65
7,36,19
10,18,80
17,92,163
6,20,55
6,7,49
5,17,48
9,27,99
103,700,790
4,0,31
3,10,38
6,4,63
3,6,18
7,24,77
8,20,60
8,24,56
7,37,43
9,36,75
52,202,1008
7,9,60
11,37,106
11,26,115
11,30,161
11,58,69
5,7,24
484,3553,6603
18,171,125
6,51,73
3,7,46
24,99,297
3,1,23
8,24,56
6,16,60
7,9,62
8,47,33
143,754,2519
6,17,52
68,349,922
12,85,115
9,40,49
8,27,73
8,50,69
12,41,167
267,2076,4433
339,4171,2658
9,20,128
6,19,57
9,50,95
13,65,111
6,9,55
6,25,30
5,11,33
9,45,68
6,22,54
14,69,150
22,101,241
8,16,64
8,32,87
554,4960,6286
8,60,61
12,45,105
17,124,149
9,54,51
10,49,81
17,67,146
5,8,33
4,3,36
8,25,55
349,3086,4190
6,8,36
7,27,28
20,140,102
5,6,46
10,45,79
468,2517,7527
18,124,188
12,62,100
6,16,51
26,173,198
10,28,127
6,26,59
19,116,177
8,20,60
7,6,69
17,92,159
5,9,26
259,912,5334
22,119,179
5,10,45
9,32,82
4,15,45
285,2605,3472
6,17,49
13,82,168
6,37,81
11,61,102
11,44,103
