wc,tif,trb
6039,21207,113754
3375,23143,30994
3017,19649,35041
3107,17955,39250
1524,7106,30866
1446,10454,13639
5457,30140,71939
5321,20905,100498
8531,67874,86760
6212,46867,73047
2651,22081,25296
11344,51432,129074
15,69,200
2174,14643,37921
1056,4358,21440
2554,14220,35184
1524,16545,17157
1012,4044,21136
4729,18971,93171
1066,10942,14656
6128,36368,72842
17,95,230
6676,39218,61200
4442,20406,74363
4848,23804,91136
9873,61503,90448
4007,29648,30435
2884,11529,60451
4913,22462,94230
250,1589,4621
7835,33322,130347
1151,10145,18576
4164,31828,38998
2031,12171,24315
3226,19718,56230
2000,18803,24053
4426,15301,89035
7879,37056,98259
4904,22116,80344
2284,5198,51782
6,19,48
2203,23083,17346
1020,3633,21747
1522,7593,30355
3049,18287,42684
6200,38401,27744
2261,10387,28150
4647,15254,90373
5436,24002,75234
4993,23131,56722
61,458,814
8328,54803,90372
8087,41143,100274
6,17,35
3446,20220,32073
6603,26297,110170
3787,28225,53866
8,16,64
5399,30127,70234
7,16,39
842,1260,19721
10247,39369,124054
6990,45962,87582
4,3,48
2719,15161,39228
8851,52598,84225
8196,36677,88702
1717,13341,26670
6972,45168,66242
4962,26252,55646
2548,12915,44623
4187,37949,57144
2518,13537,42316
3204,23727,28536
1915,8235,39436
2026,19680,24833
7010,30257,104163
4518,21600,63984
4121,21346,72485
8480,40942,105464
1779,18251,20962
2621,22062,32061
6537,22482,127605
3021,28812,21099
5218,30733,84309
7,16,59
2023,7581,36864
9097,45698,112989
6359,40868,58552
2533,19223,23234
7332,48548,58549
2019,4538,39809
3422,13321,65893
3028,14636,40838
4507,21915,82140
4320,25715,44466
5316,21719,84601
5202,39890,39570
9222,39494,131425
4140,17750,48208
2220,4830,44432
7046,30283,95055
1301,1947,30464
14693,80157,118936
1027,3625,21816
1050,3766,22004
11643,84086,118323
5927,35200,89659
4076,20292,72442
9009,62160,84707
3620,17819,72417
9504,61032,120915
1954,10967,32207
8077,36638,74151
477,5894,5911
1182,6059,23059
2019,7557,36825
8964,69181,63784
2055,7628,37155
10476,68363,75209
5165,31061,57882
5443,27112,72634
1917,8624,38897
8241,53532,63607
3027,16118,44337
2040,17951,26625
3627,18220,49724
2199,15005,32472
7072,35641,120736
1737,11666,26353
4037,35170,24211
7439,62462,34541
9583,65843,68774
1652,3441,37753
4,5,40
1743,15021,26840
1017,7074,18239
1517,7103,15680
7221,46713,57298
3092,14764,40890
2125,9460,37444
3965,29475,42654
18,86,188
4523,13079,83848
3604,22114,33422
4388,29856,66110
1015,4071,21184
2146,16539,25271
8189,51556,49740
5768,35668,73468
12413,63228,144199
12335,67603,121895
22,165,229
2890,22550,41263
288,2084,4868
2019,8069,36317
7410,38651,90771
675,4922,11731
5193,22971,79370
3567,28951,39644
588,4189,8157
1003,4488,20487
3779,20116,40629
8426,44186,92924
3085,17914,43307
489,5144,6734
1020,5594,19838
1518,9086,24249
4482,36019,42873
1055,4841,20918
2520,27125,19149
2894,14643,51635
9687,51811,76161
5,13,58
17,59,271
3563,32280,25363
2895,9255,63031
1022,7578,17792
1006,4,25100
6516,29493,91241
1019,5182,19685
2982,20026,46891
5,12,13
1014,3541,21703
9120,55406,92327
2264,20440,21429
1160,8054,11606
2100,23952,21177
4774,21537,86442
6173,33077,104141
15,18,253
9569,56235,89292
9377,49482,89211
6,6,50
2019,10105,34266
4359,30094,26214
5234,36788,36228
4533,27014,45491
5966,52273,39420
1022,7594,17752
1034,3680,21854
5781,31637,70093
16,112,94
3058,22588,30584
2529,15970,40341
1965,20552,19527
1016,2032,23248
2834,17102,27282
7,18,37
10546,79643,62727
1016,4567,20713
14,83,137
506,3791,8577
4692,24818,47030
1899,5723,41572
1742,9431,29684
10759,87566,54981
21,69,252
1016,9606,15674
473,1414,10351
4234,35085,42051
7,15,46
1020,4061,21255
5283,26045,79441
1519,5057,32816
4142,34948,32675
1040,6196,19522
5750,21548,86262
1326,3350,29644
6158,31932,72572
12,35,145
244,972,5044
6469,39406,73049
6992,42879,74761
1026,8133,17442
4214,22171,58404
5103,17764,92569
5933,41900,62520
2762,17285,35738
8374,22802,157706
2028,19691,24705
476,1414,7577
4400,25568,37148
943,8938,9220
9661,66788,73148
2601,9719,20511
8260,39818,82026
1022,6588,18833
3419,35472,40335
5076,27284,93408
1016,4054,21226
3139,14470,32487
2535,12649,27772
9234,42756,114026
496,2637,9544
2758,11056,57648
11603,58834,118668
5005,30988,57848
416,3085,4901
4413,20985,74088
2901,11603,60802
1026,4095,21460
2257,14524,26519
14,50,180
4728,24647,50684
