wc,tif,trb
15,30,124
23,88,196
20,98,127
26,116,304
26,119,183
28,146,238
18,82,176
18,85,173
16,77,112
27,141,266
16,64,139
33,123,353
36,127,274
13,42,100
14,61,118
14,54,85
17,62,202
37,246,237
15,98,98
25,117,194
15,119,76
19,71,167
16,75,147
18,83,142
15,93,89
16,91,113
20,91,164
24,93,148
21,118,148
21,94,209
21,106,202
25,91,261
33,201,251
11,49,74
16,79,149
15,78,80
17,49,162
15,94,101
10,52,51
8,23,67
10,31,99
14,78,101
14,65,166
16,109,86
22,100,184
14,58,102
18,118,93
15,65,158
11,67,76
23,168,102
13,36,187
21,109,148
22,94,142
13,61,90
18,70,146
19,70,199
22,124,116
28,130,163
21,93,184
17,87,172
15,98,103
16,81,143
18,61,204
27,91,283
25,132,145
15,75,139
21,116,181
23,102,162
21,99,137
19,75,115
14,78,90
13,73,76
21,111,126
15,70,111
19,70,226
11,50,71
28,130,254
12,63,80
19,53,234
15,79,96
20,82,208
31,153,254
14,72,122
17,66,112
35,154,337
13,41,108
16,78,172
34,181,249
25,125,268
13,73,131
20,96,160
13,37,169
17,73,156
26,96,229
18,87,203
15,76,117
26,146,255
14,84,100
14,49,125
23,73,274
18,74,136
14,75,104
25,122,185
24,151,189
19,102,144
21,105,206
14,43,138
28,98,266
16,79,123
27,113,268
16,100,116
27,168,214
28,133,221
22,110,137
36,181,289
11,75,74
12,51,155
18,65,134
23,108,174
15,49,160
17,50,155
26,94,222
17,55,200
16,61,189
24,88,261
20,94,251
17,78,138
23,91,262
22,98,142
13,58,114
19,76,150
13,56,74
22,107,173
21,107,171
22,68,236
21,99,176
29,112,279
14,45,173
23,139,137
20,100,126
31,167,204
19,80,117
17,86,177
18,75,141
29,158,277
18,87,111
18,104,152
21,98,217
20,119,81
24,85,222
21,87,189
15,56,102
19,96,189
19,83,166
28,120,286
15,72,126
23,121,165
15,53,150
17,70,159
20,86,171
12,62,80
18,58,204
24,136,148
23,97,186
14,88,96
13,46,121
23,88,240
23,135,121
16,70,172
24,108,198
24,110,205
29,151,194
10,27,91
26,119,204
19,86,141
17,69,173
19,75,134
13,79,68
17,59,186
16,53,161
19,72,160
13,52,111
20,82,211
24,97,207
19,87,204
27,107,214
26,99,252
19,83,143
19,61,233
27,157,239
22,110,123
21,66,257
11,35,129
21,126,127
23,116,206
13,57,124
25,109,241
20,107,173
28,110,256
7,28,27
22,92,221
23,99,198
22,138,173
18,88,172
16,58,124
29,138,209
29,104,233
24,96,266
27,153,144
47,211,527
18,96,162
23,108,232
14,64,139
26,144,171
31,164,303
26,141,172
21,75,225
23,74,222
22,122,121
34,120,428
17,77,154
18,67,177
18,77,157
24,157,204
16,61,174
24,83,204
12,45,88
12,43,99
17,111,118
15,66,133
16,67,106
12,35,139
17,70,129
23,104,189
29,140,215
20,105,146
15,43,178
24,126,187
15,71,126
13,66,103
15,67,146
17,65,176
6,20,61
25,101,221
14,54,90
14,52,97
26,118,202
19,71,143
18,84,160
19,58,198
21,118,161
19,79,149
13,49,128
21,94,171
10,45,97
10,52,90
30,159,206
23,105,204
15,45,167
21,85,178
23,101,172
22,136,118
13,62,85
26,121,196
14,49,121
23,113,181
18,80,181
23,142,158
26,131,265
23,80,268
18,80,168
21,89,188
12,35,86
23,162,133
18,97,105
26,150,208
16,67,193
27,148,213
20,89,192
12,45,122
22,84,231
18,114,138
21,100,213
29,119,263
20,89,171
19,85,218
17,64,181
26,110,274
29,142,275
21,79,180
22,101,185
35,169,380
30,112,349
23,107,128
11,31,127
29,132,244
17,54,142
31,179,209
19,79,189
17,73,184
21,81,170
12,62,106
18,93,159
31,150,241
15,66,124
23,117,166
21,90,155
16,61,124
17,86,127
21,63,198
22,107,190
19,85,163
15,46,155
14,64,98
7,12,63
17,81,137
25,105,223
20,68,236
20,109,191
22,77,194
23,132,181
20,78,203
19,106,116
29,114,271
15,78,113
22,94,198
19,100,158
18,76,154
13,40,92
19,61,244
10,38,70
39,185,369
18,54,182
23,139,151
28,143,232
20,75,233
19,92,176
27,141,206
26,159,175
28,141,223
38,167,349
18,88,207
31,119,284
18,55,178
16,91,131
11,30,70
20,104,176
30,133,283
12,55,113
26,101,289
24,95,224
40,217,267
23,56,240
23,99,186
31,159,245
18,64,199
15,58,103
31,116,281
19,87,180
16,74,115
29,149,154
31,187,257
18,73,143
22,79,238
25,149,128
29,159,270
15,146,47
11,50,83
21,116,186
13,50,89
21,131,120
33,148,332
23,118,151
19,64,202
11,22,112
28,170,203
25,99,247
21,94,170
16,68,109
22,101,196
21,105,174
20,93,187
15,48,175
20,60,169
16,87,116
13,84,65
10,14,110
22,100,168
17,93,144
25,113,180
21,85,233
20,126,125
18,70,157
22,96,183
32,130,244
21,76,169
21,130,175
24,122,180
30,144,241
17,56,175
23,112,176
18,61,150
17,74,135
16,60,133
22,98,205
18,85,181
15,54,141
11,54,81
24,124,164
7,19,50
26,151,209
23,94,194
20,93,146
12,69,69
30,161,331
27,163,206
19,100,140
14,85,83
13,47,110
27,142,230
10,54,62
20,101,174
30,113,299
22,95,153
20,75,159
25,91,262
17,68,144
21,83,185
29,108,221
20,97,179
18,119,106
14,80,76
25,155,141
19,73,168
13,51,98
15,57,105
22,88,158
22,104,182
23,93,185
19,90,159
20,113,152
24,165,145
26,102,246
16,84,120
15,50,119
17,125,159
18,93,100
27,98,220
18,87,128
24,122,164
22,112,185
21,116,136
21,99,137
15,46,141
24,98,310
23,95,255
28,133,170
17,60,167
23,80,221
20,96,141
29,194,336
22,78,193
20,91,193
31,116,274
22,98,150
26,88,247
30,150,203
22,96,244
26,106,205
14,84,99
19,76,188
25,118,195
15,68,122
14,68,100
23,74,213
13,60,146
17,52,223
27,111,268
27,96,318
26,83,260
12,55,87
31,157,301
23,53,191
24,95,148
15,61,156
34,187,226
7,25,65
27,102,266
20,95,153
33,125,265
20,83,185
22,154,145
26,130,241
27,103,225
24,132,170
25,114,263
15,74,178
21,106,171
24,142,159
17,67,93
13,52,127
24,81,177
17,113,165
12,33,135
27,131,324
25,93,296
24,110,237
19,90,174
32,150,316
18,96,174
22,136,197
33,173,359
