wc,tif,trb
873,4415,12673
1902,10587,17192
1324,9335,10947
1344,7152,12550
667,3631,9233
756,4621,6362
2416,12594,21253
612,3689,4856
821,4731,8595
1373,8031,9740
1225,6960,11107
1123,5519,14055
2118,15727,12274
760,5321,7615
1217,5960,13841
621,3691,5506
1891,10560,14862
581,3904,4880
1275,6974,11974
1359,6831,13745
637,4038,4632
1292,5762,16184
1448,8935,10004
718,4596,6313
1294,7352,9270
636,3249,7053
1528,8776,14198
1427,8210,11842
1227,7597,9977
1258,6837,11789
1499,9413,15929
923,5887,7811
1714,9769,18751
1517,8518,18052
558,3225,7356
1342,9979,7344
1387,7686,13307
1213,7848,9296
547,2852,7336
2144,10840,17308
1404,8766,10910
374,2436,4791
1051,7407,6544
602,3249,6470
1933,8146,17912
1904,10078,19349
952,5243,8342
1623,9681,15047
1356,8780,8570
1742,10169,11967
1025,6262,7313
2008,11653,19257
821,4210,11196
930,4428,10789
418,2073,5953
1746,9419,17353
1434,7435,12757
749,3528,9127
577,3947,5490
1828,10579,15631
1757,7559,18722
1973,11781,16012
1594,9012,16125
1929,9310,22364
1131,7700,9896
1505,12042,9365
1421,7454,15454
1218,7014,8430
546,2422,7774
1595,8533,14971
1506,8888,9655
952,6225,7341
1136,6199,11505
1627,11938,6968
1521,6630,15015
645,3391,6413
445,2904,4103
535,2464,7392
1589,8434,14412
1346,6577,14312
1234,8299,10635
1340,7138,11103
949,4989,10678
1975,10569,17599
2766,15591,20565
585,3701,8332
1165,5872,16987
874,5170,8655
1261,6903,12367
1802,8174,17954
1113,5464,11925
1040,4688,12449
1914,11813,13785
1621,8849,12930
1810,11396,17384
1254,8373,10758
1215,5684,16848
1279,8101,9203
1751,10460,13785
673,3014,10840
2179,12140,15796
1376,6582,13145
987,5136,9567
1389,7960,12129
1874,9711,13999
959,4557,11669
1274,7558,11476
548,2773,6778
547,2627,8007
1311,7373,10425
892,4167,10346
1211,7930,8544
1094,6784,10546
2159,10815,21321
1190,5691,15224
1464,8281,14388
1019,5365,11425
1833,11178,14403
1781,9756,14895
915,4275,10037
951,6896,7433
1757,10897,12848
1203,6262,15637
1909,12493,16728
1844,9918,21522
1779,9815,15865
1106,5953,12897
1900,10406,21061
1776,10851,13406
1649,11263,11147
1126,5552,15327
1550,7531,14972
2023,10982,18793
1444,7048,11033
931,5563,9468
2035,13421,15221
1204,9829,7241
892,4551,9597
1186,6422,13656
1373,6090,13362
485,2748,5791
793,4656,6718
1453,7005,14806
989,4842,12383
1250,7890,7099
1513,8737,12245
1084,6778,9683
1357,7167,11553
1585,9135,12359
1876,12615,15037
694,3188,8855
831,3589,10294
1046,4922,11844
1655,11559,9593
1355,7596,16002
2463,11988,17792
1514,7592,17526
852,4949,9078
2222,10814,23833
936,4770,10116
1740,11260,11673
1168,6051,13555
1963,11582,14002
2043,13104,15251
2319,12198,18541
301,1495,4509
1721,11414,14961
2013,7840,18860
1208,8461,10491
1153,6507,11532
1417,6505,15484
1706,10855,13061
1071,5397,12254
1247,5468,17606
974,4760,10191
1396,7588,13681
1370,8142,10379
1789,9545,20455
609,2219,10031
1177,5914,12781
1553,5862,16147
606,3386,7755
1051,5211,11600
1699,7348,18162
1250,7951,12798
1411,6719,14779
1853,11463,13445
1211,6382,12366
1532,10174,11841
1261,4974,16257
1084,7218,9855
1084,4498,15928
1320,7234,11385
1731,7994,15742
738,4485,7310
1734,8621,14228
921,4143,12766
830,3714,9180
725,4203,7448
979,4521,11825
945,4905,9749
1388,8218,13363
1028,4824,11659
2164,10879,19706
1484,7399,19988
1513,8421,14294
684,3576,9643
1387,5402,13539
1191,8815,10633
1266,6884,13223
1360,7883,11735
1253,5806,11075
1089,6661,7168
1556,7511,12558
1666,7345,18036
1706,7058,18973
2313,13330,17447
1264,7734,16560
1177,6038,14852
1332,6327,18425
725,3787,8799
1860,13135,11203
1079,4787,11134
2378,13999,19726
1865,11369,13667
2010,11839,15525
655,4084,7278
1672,8892,12192
2505,16797,15849
1330,8766,10712
1190,6003,12605
984,3964,12577
1135,8521,6518
1286,6739,13180
1681,7519,20471
2714,14516,29525
852,4471,7130
2265,11076,25160
1420,8397,12115
1715,12217,12647
