wc,tif,trb
17,43,149
23,92,196
20,98,127
27,116,313
26,119,183
28,146,238
16,72,136
18,85,173
16,77,112
29,156,266
16,64,139
31,112,326
37,130,296
13,42,100
14,61,118
14,54,85
16,84,183
37,246,237
13,87,98
26,117,194
12,66,64
19,71,167
15,74,135
18,83,142
15,93,89
13,57,106
20,78,163
25,94,158
21,118,148
23,101,262
23,141,229
26,101,284
34,215,195
11,49,74
15,76,127
15,78,80
15,41,140
14,79,97
13,73,79
8,23,67
10,31,99
15,84,114
14,61,170
16,102,86
15,82,131
14,58,102
16,93,93
17,63,196
12,83,104
24,166,109
12,36,187
18,95,127
22,94,142
13,61,90
16,66,146
16,68,178
23,127,106
28,130,163
21,91,184
14,62,134
15,98,103
13,55,106
17,58,182
27,91,283
23,161,145
17,84,139
18,99,151
23,102,162
21,99,137
20,82,119
13,65,90
13,73,76
21,111,126
15,70,111
19,70,226
11,50,71
23,101,198
12,63,80
21,95,224
13,77,72
19,79,214
25,96,238
14,72,122
14,41,100
30,125,253
13,55,108
16,82,168
33,175,218
23,105,256
13,73,131
21,101,180
13,37,169
17,73,156
25,109,211
18,87,203
15,76,117
26,141,260
17,78,121
14,49,125
20,65,201
19,73,156
14,75,104
23,118,187
25,157,202
20,84,190
22,110,226
12,31,122
26,106,222
16,79,123
28,111,289
13,80,81
27,162,220
24,107,184
19,94,137
36,173,297
12,75,79
11,48,139
18,65,134
20,97,142
15,49,160
21,71,224
21,95,197
15,72,157
16,59,189
24,96,253
20,94,251
16,73,118
23,91,262
20,76,142
13,58,114
19,76,150
13,56,74
22,107,173
20,82,193
18,46,184
21,92,174
29,107,278
11,34,115
19,89,111
18,86,114
30,156,208
21,111,126
19,65,230
20,95,157
26,139,255
16,71,93
18,104,152
21,98,217
22,133,93
22,87,184
21,87,189
17,76,114
19,92,185
19,83,166
27,131,288
17,82,132
20,96,138
15,53,150
19,86,187
22,100,183
12,62,80
17,55,182
24,136,148
23,97,186
14,90,96
15,66,145
22,79,224
23,135,121
14,58,172
25,137,222
24,110,205
28,151,187
13,54,139
25,120,195
19,86,141
15,51,141
14,60,103
15,77,80
17,59,186
16,53,161
22,85,200
14,70,114
20,85,208
25,99,214
21,69,210
27,107,214
26,99,252
19,83,143
19,61,229
27,157,239
22,110,123
22,75,267
11,35,129
22,135,137
24,117,216
15,63,168
25,109,241
20,107,173
30,114,296
7,28,27
23,90,248
20,73,171
21,120,172
18,88,172
20,84,186
26,117,177
29,104,233
24,96,266
24,124,139
39,161,369
18,96,162
22,110,211
14,64,139
26,144,171
28,112,289
25,118,179
19,72,219
21,48,204
22,122,121
33,107,416
15,87,110
22,90,244
18,77,157
24,157,204
16,61,174
20,60,153
14,65,112
12,43,99
17,111,118
15,66,133
16,67,106
13,54,145
17,70,129
25,105,216
26,130,166
20,93,133
15,43,178
24,126,187
15,71,126
13,56,97
16,71,161
15,50,147
5,16,46
25,101,221
14,61,83
11,49,82
27,134,211
19,70,159
18,84,160
24,100,225
24,124,173
21,82,179
12,49,119
21,94,171
10,45,97
10,52,90
32,159,224
24,115,219
15,44,168
21,85,178
20,76,153
22,136,118
15,64,103
26,138,185
16,64,142
22,101,168
13,65,136
22,126,149
26,131,265
24,89,284
15,54,145
21,89,188
10,39,73
21,103,149
18,97,105
30,164,248
17,70,203
22,134,161
20,89,192
12,45,122
22,84,231
18,114,138
21,100,213
29,119,263
24,97,171
19,85,218
19,81,188
24,104,230
25,114,219
22,100,180
21,97,164
26,136,218
28,111,312
23,116,143
12,43,134
27,116,236
15,66,108
31,169,207
15,71,148
16,71,167
20,77,155
14,60,136
18,93,159
32,124,312
13,56,116
23,117,166
19,88,137
19,76,166
15,89,94
21,63,198
27,100,216
20,92,175
17,52,165
17,92,114
6,8,48
15,70,137
25,105,223
20,68,236
19,102,181
19,72,164
21,100,163
20,78,203
19,106,116
25,112,255
15,78,113
22,94,198
21,116,170
20,88,192
13,40,92
19,61,244
10,38,70
39,185,369
16,36,168
24,144,171
