wc,tif,trb
5268,29785,101829
24,176,162
22,46,366
98,933,1127
9,22,119
8,29,51
3495,22691,43652
6984,24445,129169
7514,74047,72180
6982,54670,73297
338,4098,3242
6992,31551,122222
5,25,69
11,28,123
5,6,61
7,3,68
228,2553,3027
6,9,52
5237,19199,111682
5,14,32
3496,24446,62852
5,10,45
3496,22691,64617
3492,12212,75024
5229,20902,109717
13446,85906,124460
12,85,71
3493,13958,73253
3494,19196,68085
3,9,32
5239,22250,108625
2,4,12
14,50,136
6,12,52
3585,17688,71857
7,25,46
3496,10477,76803
2058,7190,44174
3495,13970,73331
777,1937,17461
5,17,43
7,18,37
8,18,62
7,19,75
7,18,43
6,16,35
8,24,56
5240,15716,115170
3495,5250,82026
15,49,224
85,673,1188
3834,32209,61493
9923,67339,123122
4,11,5
5,10,40
6998,34965,139703
3493,20935,66329
5,13,40
5244,41887,73359
6,5,39
2,0,11
13959,43622,172717
8,29,51
3,0,32
8,32,48
10483,73310,111673
3492,13959,73275
5,12,59
10415,44879,104454
7,27,49
5,7,28
5238,47104,68044
3493,13961,73291
7,11,60
3410,11934,73210
5,7,29
5018,25707,90520
3412,15345,69887
3497,31418,55887
3520,21009,45623
5,23,48
6,9,41
3494,10480,76780
4,5,11
8731,50499,141596
4,2,22
2,1,11
14545,54111,183810
13660,87949,112305
8,38,42
9732,78666,77083
5,5,55
3495,13966,73330
5,6,54
3511,15832,71688
14,77,135
6983,59313,94214
8,43,37
7257,35718,124692
7,26,89
4,1,50
5627,45205,82443
3491,5232,81964
13765,111069,72486
3,4,37
3,3,10
12218,71544,134377
3496,34899,52381
3490,24419,62784
8,20,60
5238,29664,101223
8787,68256,129451
13,56,204
7,17,56
8,44,36
8,21,59
11,31,222
9,61,44
4,6,54
12216,88973,109065
7,20,55
3195,35039,44638
3496,15724,71570
19,104,181
5,2,42
5,6,33
5,11,53
7,41,103
6963,34831,139121
6,22,24
7,18,37
9160,95043,44515
5678,83611,41003
3412,10228,75005
2,1,8
227,782,4787
6,15,47
5,14,55
8,26,54
8,27,53
226,1335,4230
92,586,1161
8,20,60
3496,6994,80302
7,18,37
5231,29652,85348
3,2,7
8,24,56
30,276,202
3497,19215,68090
9598,57651,136947
15691,95887,156860
2,1,8
5,28,43
6,7,45
2,4,21
3521,21119,66474
4,7,28
2894,14456,57766
29,206,265
342,2175,3789
4,5,46
6,17,47
11395,44684,145953
21,97,162
5,16,50
7,43,108
5,14,50
8,42,38
7,25,36
7,33,42
3494,12229,75067
26,200,187
2,4,12
5,7,43
8,49,31
3492,8728,78517
5,11,48
2,0,25
6983,45374,108194
7,37,18
7,25,83
2,1,6
6,16,34
5241,36611,78504
7,21,50
8,19,61
10,40,84
6982,29662,123889
8723,50586,146530
12,18,223
14378,85056,135492
9536,70187,100692
4,6,39
6,14,50
