wc,tif,trb
5612,19451,106891
3043,21125,26943
2532,18003,29694
2748,15945,34693
1339,6235,27027
1508,11336,15108
5049,28158,66653
5126,19961,96607
7945,63997,80658
5881,44492,68617
2341,19091,22476
10398,47085,121043
24,125,327
1895,12799,33522
945,3877,18995
2253,12549,30992
1464,14751,16777
892,3564,18616
4449,17726,88061
955,9549,13256
5781,33601,69794
29,159,364
6079,37609,57704
4162,18922,70283
4586,22748,86396
9532,60084,87674
3554,25785,26718
2747,11019,57402
4540,20937,87068
248,1579,4581
7485,32140,125165
896,8440,13872
3859,29625,37588
1742,11316,22190
3108,18404,54154
1901,15040,21937
4107,14105,82998
6885,32211,86540
4353,18758,73299
2068,4725,46855
12,65,93
1901,20080,14737
990,4004,20588
1332,6644,26575
2632,15903,36408
5398,33925,24192
2140,9281,25495
5295,18064,92159
5126,22970,72066
4227,20122,47951
24,145,276
7626,50741,84123
8039,40166,98365
6,19,31
2740,18476,26283
6433,25875,106306
3394,24649,51467
16,58,158
5446,32267,72123
7,16,39
721,1091,16814
9834,37014,119478
6376,42472,80192
6,5,66
2233,10596,33249
8516,58572,82670
7497,33516,84928
1595,12142,24842
5548,29731,59880
4461,23839,50534
2266,11693,39489
4006,36267,54439
2339,12328,40323
2838,22730,23801
1837,7782,37879
1820,14166,22945
7468,30126,102452
4028,19223,57781
4112,21073,69468
7850,41517,96151
1526,13487,16872
1710,13381,24037
6010,20241,116993
3102,28972,18610
5133,30363,82846
12,47,133
1774,6638,32305
10608,52282,117513
6053,36601,54704
2751,18296,26011
7225,49848,55774
1774,3984,34979
3236,12474,62716
2667,12865,36018
4326,20831,75247
3977,24448,41643
5696,29459,79513
4505,34971,34087
6422,30974,109787
3996,16150,44693
1802,8648,30966
6205,29912,80311
1453,2188,34017
14005,77240,111024
891,3116,19105
929,3343,19354
10071,77419,101408
5429,33409,82372
3466,16775,62357
8086,56247,76911
3482,17156,69610
8920,58053,114424
1691,9527,27822
7088,32087,65116
610,6299,8593
1019,4901,19918
1775,6649,32347
8929,70422,65034
2505,7802,39217
10093,65476,73716
4733,28709,53178
5014,25235,66700
1901,8529,38606
7384,48328,57690
2664,14183,38950
1802,15718,23494
2593,9177,32481
2491,17380,35999
6504,32867,111714
1594,10288,24500
3361,28339,19808
8563,67628,42060
9503,60314,70235
1655,3667,37487
6,6,48
1542,13208,23636
892,6209,15991
1340,6277,13859
6437,41725,51654
3487,19633,53642
1862,8226,32875
2413,18969,26571
22,104,280
4195,11884,78735
2986,19177,29713
4188,28117,63502
900,3668,18618
1776,13982,21920
7258,46033,44807
6308,36872,70284
11515,57690,136793
12237,68386,126398
20,126,208
2743,19817,37644
837,6184,14331
1771,7077,31853
7350,39542,88027
31,160,471
4653,20688,71689
3110,25219,34607
398,2649,5347
890,3971,18171
3189,17227,34637
8251,41956,92673
2712,15798,38081
31,177,389
916,4971,17695
1333,7974,21273
4155,31684,39199
941,4344,18545
2221,14169,16892
2766,13656,50111
8250,41493,64211
14,49,154
18,63,267
3432,29380,24188
2596,8119,56686
909,6707,15750
887,4,22125
6185,28815,87008
822,4176,16014
2593,18167,41623
6,12,24
892,3116,19064
7863,43391,84903
1351,15915,13542
1404,10428,14064
2022,18003,22844
3886,20265,69501
5991,32487,100889
11,18,189
10018,58524,94304
9526,49997,85120
8,14,66
1713,8501,28900
3739,26865,22859
5047,34871,34570
4609,29827,43995
6676,58530,37225
904,6743,15639
935,3395,19418
5406,30489,66000
32,277,187
3065,23684,31175
2241,11828,35553
1892,18101,18882
894,1787,20415
2442,14739,23127
7,22,33
10293,78088,61115
892,4009,18171
17,124,171
517,3857,8746
4148,21708,41052
1887,5664,41391
1836,12717,28736
9986,82638,51518
20,66,262
888,8330,13422
474,1417,10373
3822,31676,38504
8,25,55
898,3600,18690
5064,27197,76346
1338,4475,28821
3959,32376,32401
963,5689,17814
5469,20617,83562
1313,3376,29267
5732,30324,69550
11,33,80
226,905,4631
6380,40686,68324
6361,38113,70085
896,7088,15136
3920,21406,55181
4436,15544,79042
6395,46370,67909
2454,15374,31856
7687,20694,146175
1909,17102,24162
395,1170,6282
3984,22330,32520
951,8997,9317
8905,62333,68901
4188,33190,45859
8103,38894,80863
899,5786,16554
3604,35448,44374
4755,26244,87177
894,3560,18656
3069,14600,31974
2225,13241,24422
8876,41047,109023
45,208,760
2672,10720,55738
10929,54979,112030
4646,28957,53015
881,6471,10442
4097,18739,70252
2770,11066,58038
898,3588,18761
2019,12410,23295
16,60,220
4431,23844,46537
4032,20116,62136
6,18,58
7059,25152,109250
4449,34734,42820
3113,25757,17315
7,36,40
2396,10837,48931
368,2727,4204
668,2966,9652
6686,35513,83007
2045,13123,22294
4108,15048,79492
4217,27991,54570
1993,11257,16448
3999,18986,73873
4268,18899,73685
894,8865,4481
1432,6435,24040
2765,5535,63470
1781,7559,31548
7,23,32
8741,43762,92227
4105,33453,47521
9528,45470,112304
4538,30422,27552
4376,21091,73279
2258,23244,11754
66,424,532
4373,20397,64038
5878,28772,51860
996,12000,2434
2309,15176,31526
938,5387,17388
3295,20433,29231
1298,3887,26529
481,2619,9238
2773,14738,54400
3200,17103,31303
5012,33859,31865
3229,7133,73024
5354,43773,50257
895,1825,20374
1744,17262,18394
21,154,95
818,2531,17619
4005,18863,39902
1839,18891,6042
3952,16475,68771
2970,16019,28067
4046,30700,33515
1199,7837,21742
5101,22564,93269
4011,26723,27031
4732,26722,80094
4431,27760,60987
9672,66525,86541
2089,16298,20015
14530,94531,78170
12999,72327,109724
4488,11967,94809
890,3558,18602
8733,67060,62347
1537,13293,24772
1883,7552,39369
71,696,641
9578,58829,95610
7217,38674,68947
3828,22042,53594
5208,35364,57722
10955,84605,65895
4701,13762,99309
3512,27379,55867
1577,6739,32579
2879,24775,20958
7351,47533,85650
3716,10750,65129
7369,39772,105292
7043,47522,56169
3545,18743,43548
6165,31154,77801
2779,9738,59393
11322,61703,72774
6482,30277,103039
4928,24078,73832
3752,17394,75974
2245,13231,31271
7784,32312,110606
9,23,64
5287,38223,49200
9391,49601,84767
3835,13061,73640
9510,74650,64692
4890,34087,50236
4392,23049,76707
2198,16977,11585
3519,24427,37759
892,5328,16852
27,108,221
1333,3546,29673
6597,42299,97661
10341,65416,65834
3623,13697,51578
8,46,80
6518,22744,78486
3649,22777,50496
6231,27847,98692
4478,32520,48634
2043,15035,24618
1806,12547,26731
4011,29994,36842
2219,16925,25566
1473,12203,21628
3976,25885,41639
5115,30920,61664
3652,23204,60020
8998,52159,102457
3557,20072,49590
11414,46857,147179
1166,3159,25891
3926,27339,31437
615,5217,6990
13,37,182
7299,34447,98610
5530,23159,98357
4090,15046,68893
5140,19482,92790
8175,49211,108997
2164,12578,36308
16036,83267,133828
2821,10337,45030
11381,24762,162983
6697,55102,43068
12120,82119,61485
1881,10325,36574
3068,22394,37839
4949,32927,63275
12473,47046,162465
7657,59037,76606
1803,12542,6891
2124,7075,41543
4798,21375,92241
1640,14143,17893
4233,15693,78444
14913,83991,120529
1534,8151,23755
1613,12550,20415
3642,22854,37388
10057,54143,126466
9189,52875,97033
11880,70515,119345
3234,15473,33989
2390,17622,12199
709,5958,11635
1895,14533,16110
3994,15056,76581
5,7,33
4152,27844,24050
5098,30539,40820
13099,83897,103470
1096,5215,19245
4859,40636,21629
4444,20821,58221
1899,12778,34407
9900,63762,77728
9,29,85
19,89,149
7025,44028,62747
1975,13895,25312
1489,8661,15638
4827,31979,55382
890,4437,17713
723,4310,11515
4228,19679,79492
8850,47038,85421
2731,20248,45085
6347,44231,70600
5924,37553,42651
4618,41357,45717
4257,21560,54486
14961,71784,135646
10799,48765,161552
3760,21584,55758
9093,38676,107584
1315,12361,16555
4402,25270,72198
9557,61383,99922
5190,32939,70507
3713,10213,82330
5831,30091,60212
11,49,72
4463,37401,44076
2694,15331,43649
3530,22820,34446
5077,35949,62760
17792,92817,191705
9733,44209,117820
1100,13331,12087
3501,22940,48683
6471,19428,113329
13737,79094,111138
23,155,175
2003,4617,45354
5977,25871,61084
13,65,161
3688,23406,30195
26,116,312
1882,7517,39444
10059,53554,102560
1565,7780,29663
2672,19002,19202
5472,33861,65199
2767,8310,60759
16403,95321,139845
8921,65187,49332
1043,2892,22961
5905,34115,95750
25,135,264
1851,17500,28616
17342,105482,125163
8871,41063,122938
903,7138,15246
38,331,392
3560,12448,76457
5,9,30
7828,43896,93387
7641,37589,105558
1430,17575,11750
2968,18855,46787
7783,53067,98594
2969,11282,62891
3139,25275,44679
5389,36468,74700
11,27,156
3218,7829,72439
1982,14933,22940
1344,5395,28007
4905,33291,44271
5493,35763,63366
2799,20773,43613
16,136,78
1564,8671,27626
5926,42540,88952
22,114,280
4334,31584,61303
7689,41213,121692
8578,37083,109041
917,8559,14138
