wc,tif,trb
2,5,25
8,34,46
8,22,126
7,13,58
4,23,46
6,26,40
8,35,45
3,8,42
11,28,85
11,46,144
58,403,655
12,47,199
10,45,144
11,47,112
6,7,69
5,20,45
17,106,115
5,12,13
5,9,44
5,11,28
10,61,75
5,4,23
6,6,50
5,5,22
9,25,68
5,10,30
11,56,99
5,22,42
4,7,48
11,27,110
28,223,391
5,10,26
6,13,51
7,20,51
4,4,31
7,24,47
5,1,38
5,12,32
5,5,27
5,17,45
5,7,20
380,2525,5821
4,5,22
7,21,48
5,7,55
5,4,42
5,9,42
38,437,194
253,1799,4414
553,4872,6651
4,16,39
115,541,789
10,57,53
3,3,21
5,11,33
8,35,64
201,793,4185
6,8,67
6,16,50
5,1,41
8,26,54
5,17,29
6,8,46
1,0,7
6,18,18
8,26,72
5,9,37
3,0,26
8,35,45
6,13,63
5,16,41
7,18,51
8,17,83
6,14,22
4,4,35
5,14,22
7,22,54
5,9,26
5,8,24
6,38,76
5,9,44
2,3,23
14,56,140
5,6,26
478,3954,6501
4,13,26
12,30,94
8,14,66
8,17,63
14,35,103
3,8,19
6,12,42
12,53,102
2,6,20
8,42,38
9,45,82
4,3,28
2,1,3
3,5,23
6,9,76
6,19,45
6,18,47
4,8,31
7,28,47
5,9,22
6,13,31
7,33,42
8,15,68
3,6,25
5,6,25
5,7,39
7,25,30
4,8,33
64,373,1003
5,9,34
50,336,811
4,4,42
6,15,40
6,6,44
8,26,54
5,5,36
3,15,24
5,10,33
4,8,31
6,21,89
12,140,106
13,32,134
23,171,283
35,245,510
7,29,65
7,21,34
7,16,39
135,1014,603
5,12,83
1,3,16
8,27,53
6,16,28
5,9,39
2,1,8
5,11,14
10,23,84
13,98,95
7,13,93
8,34,46
7,24,31
5,8,65
5,5,34
13,69,96
41,228,309
65,113,465
5,15,26
7,35,40
6,31,44
7,29,80
4,2,30
4,13,33
7,30,25
5,17,36
51,201,852
16,135,110
11,47,74
3,8,36
7,33,42
5,6,43
5,11,44
4,13,26
4,11,44
11,40,174
4,3,28
5,8,27
5,13,33
6,14,38
8,30,53
4,8,12
5,9,56
6,17,45
2,5,20
8,34,46
3,5,4
8,53,62
7,20,35
6,8,47
3,7,20
7,12,61
8,30,50
9,29,66
4,7,24
3,3,25
3,4,16
5,7,53
3,6,38
4,5,17
16,86,126
4,1,23
3,2,18
4,8,35
6,12,63
6,4,46
5,10,15
5,3,46
5,9,44
22,90,286
6,19,31
4,12,41
4,5,41
3,3,13
5,12,25
6,14,37
7,15,40
13,99,106
3,0,16
9,50,55
3,17,34
5,17,62
6,6,54
10,46,118
5,7,24
5,13,44
5,15,38
4,6,35
11,74,81
4,6,18
4,8,12
8,41,80
3,2,13
3,1,13
3,3,13
5,9,34
8,15,85
7,23,32
6,27,70
2,0,4
8,33,47
43,191,789
7,27,53
9,24,84
7,8,72
14,72,140
4,8,32
5,15,38
5,19,36
6,25,43
9,45,84
9,33,97
6,15,21
7,29,46
5,16,11
4,5,30
11,56,85
3,11,28
5,5,24
5,2,41
16,102,114
5,5,38
3,12,27
4,6,18
48,532,428
6,11,50
3,5,25
6,14,50
4,10,38
7,14,98
5,6,58
4,5,36
8,23,61
4,9,25
5,5,38
14,70,148
6,15,37
8,22,58
3,0,24
6,8,53
8,33,98
7,14,61
57,593,512
5,29,35
46,162,739
11,48,107
8,33,47
2,3,17
8,43,64
5,5,41
7,41,60
5,6,44
2,5,27
3,1,15
19,85,178
4,8,27
7,6,78
5,6,19
6,11,53
6,13,35
7,28,27
4,3,24
6,10,34
5,13,18
4,24,40
8,50,51
8,27,75
13,86,98
8,30,50
2,0,23
7,23,53
10,62,81
7,25,44
414,2762,5610
1,0,4
6,10,65
6,12,43
5,4,42
6,12,61
6,10,36
5,32,39
4,15,31
4,9,49
10,26,81
3,7,21
4,17,47
2,4,30
4,11,41
4,9,28
8,21,59
5,12,31
12,78,112
7,6,49
4,5,36
7,19,42
4,7,9
8,50,70
5,13,38
9,32,107
10,61,48
7,34,83
4,10,36
229,1597,3844
20,111,209
4,9,26
3,10,41
6,18,37
84,382,1394
6,38,37
90,466,1410
17,66,105
5,5,27
4,6,14
4,6,14
8,19,95
6,16,55
33,107,328
6,18,26
5,29,42
12,79,100
5,9,30
2,0,19
11,81,46
11,31,106
30,235,152
9,50,55
5,12,13
7,22,47
5,11,54
6,2,42
50,307,567
2,3,27
7,19,50
18,95,169
5,15,22
7,25,69
6,6,45
361,4030,3694
9,33,101
8,24,94
6,12,36
7,15,58
20,119,88
8,35,45
3,6,22
5,4,42
4,4,40
5,4,31
13,78,79
2,2,18
5,19,45
2,3,25
11,33,153
5,5,20
9,26,146
13,77,167
5,10,81
7,28,27
2,6,30
7,7,68
7,41,64
13,68,103
5,11,25
11,43,158
5,6,48
7,28,41
5,1,28
4,8,31
12,96,72
8,23,77
20,83,309
7,5,50
6,3,41
151,474,1885
8,34,46
5,10,83
8,67,59
6,22,33
10,29,69
8,23,57
13,53,128
13,48,175
15,128,168
5,9,38
7,36,19
7,12,64
7,16,55
6,23,52
4,6,35
3,0,31
6,6,48
31,258,199
5,13,43
3,10,38
5,4,53
3,6,18
7,33,96
7,9,60
7,17,56
7,37,43
9,33,72
45,179,920
5,3,53
9,38,86
8,25,89
7,13,78
7,21,59
5,7,24
473,3460,6464
16,121,111
3,20,35
3,7,46
14,68,120
3,1,23
7,13,56
6,9,42
7,17,54
5,15,10
128,724,2356
6,17,52
57,358,773
6,22,49
7,25,30
8,30,70
9,53,73
18,69,249
301,2376,5065
322,3273,2365
7,13,85
6,28,48
8,38,82
4,12,34
5,9,51
3,1,17
4,8,27
4,11,21
6,9,67
13,71,147
16,70,206
5,3,45
4,3,36
506,5103,5627
14,81,116
4,12,48
11,33,86
11,58,65
7,24,45
7,22,53
6,8,44
4,3,36
9,45,53
346,3228,3964
3,4,7
5,5,24
12,80,75
3,4,37
8,42,38
321,1702,4977
14,116,149
6,16,51
5,1,41
14,80,66
5,10,52
3,5,25
11,79,76
6,21,47
4,7,42
11,57,103
4,9,26
300,1043,6353
21,139,154
1,2,17
9,46,93
3,0,35
284,2645,3495
4,16,43
16,107,203
8,73,95
12,78,116
5,16,46
