wc,tif,trb
3,6,31
8,34,46
6,11,87
7,13,58
4,23,46
6,26,40
8,35,45
5,16,84
12,55,99
10,35,114
69,579,788
12,51,209
13,75,189
12,92,122
5,5,62
5,20,45
19,76,107
5,12,13
5,9,44
5,11,28
10,61,75
5,4,23
6,6,50
5,5,22
11,41,134
5,10,30
18,97,187
5,22,42
4,7,48
12,34,122
32,259,455
5,10,26
6,13,51
7,20,51
4,4,31
8,26,54
5,1,38
5,12,32
5,5,27
5,17,45
5,7,20
716,5126,10624
4,5,22
8,32,48
7,14,82
4,4,31
5,9,42
19,162,87
264,1864,4624
151,1311,1858
3,3,27
109,665,717
10,63,53
3,3,21
4,3,22
7,31,49
193,761,4017
5,7,57
6,16,50
5,1,41
8,26,54
5,17,29
7,8,65
1,0,7
5,13,12
8,26,72
5,9,37
4,2,33
8,35,45
6,13,63
5,16,41
7,18,51
8,17,102
6,14,22
4,4,35
5,14,22
6,16,49
5,9,26
5,8,24
8,61,119
5,9,44
4,7,32
16,72,172
6,17,34
473,3897,6430
4,13,26
12,51,117
8,14,66
8,17,63
16,108,122
4,8,38
7,15,46
14,77,114
2,6,20
8,42,38
12,70,126
4,3,28
2,1,3
4,6,29
8,17,104
6,19,45
6,18,47
4,8,31
6,11,39
5,9,22
6,13,31
7,33,42
9,47,73
2,5,19
5,6,25
5,7,39
7,25,30
4,8,33
63,366,971
5,9,34
50,397,762
4,4,42
6,14,34
6,6,44
8,26,54
5,5,36
3,15,24
5,10,33
4,8,31
10,39,171
12,140,106
13,27,125
71,593,923
20,114,266
7,44,64
7,21,34
7,16,39
135,1042,619
5,12,83
1,3,16
7,25,44
6,16,28
5,9,39
2,1,8
5,11,14
7,19,57
12,84,90
11,27,179
8,34,46
7,24,31
4,8,54
5,5,34
16,74,132
59,302,517
66,267,478
5,15,26
7,35,40
6,31,44
8,34,100
4,2,30
3,2,25
8,49,31
5,17,36
56,227,945
11,94,70
8,37,43
3,8,36
7,33,42
5,6,43
6,19,61
3,6,14
4,11,44
11,40,174
4,3,28
5,8,27
5,13,33
6,14,38
18,90,133
4,8,12
3,4,33
8,32,94
2,5,20
9,52,53
3,5,4
6,29,42
7,20,35
5,7,39
