wc,tif,trb
4,10,45
11,51,84
11,45,123
8,17,63
4,8,27
7,12,43
8,31,49
4,10,24
16,65,125
9,49,110
66,598,770
12,51,209
20,106,262
14,110,136
10,15,87
6,21,48
19,82,107
6,23,13
6,16,44
7,24,47
13,85,102
5,4,23
8,18,84
6,7,29
12,47,121
6,14,30
15,62,111
5,7,39
8,36,60
16,66,176
20,133,275
6,23,32
8,14,66
9,38,89
5,13,42
13,56,109
7,25,64
4,9,26
6,13,38
8,19,61
12,57,53
389,2590,5957
5,9,22
7,24,45
7,13,62
7,11,44
8,18,90
24,198,110
292,2074,5080
640,5563,7682
4,4,33
123,492,850
10,69,55
5,16,40
6,12,39
11,63,91
194,759,3985
7,11,69
7,21,50
6,5,41
8,48,32
6,36,35
6,13,56
2,0,7
7,34,21
7,11,62
4,8,33
4,0,30
8,35,45
5,11,56
8,27,91
7,18,51
7,14,61
7,26,29
5,7,51
10,48,52
12,48,149
6,12,48
6,35,41
7,33,102
6,13,71
3,5,30
10,28,66
7,37,38
499,4125,6768
5,23,41
14,89,117
10,27,103
10,43,87
22,179,193
4,8,19
8,25,55
13,64,149
3,16,35
8,40,40
18,115,213
7,18,58
4,2,28
3,5,23
8,21,100
10,40,98
7,22,54
8,41,39
8,28,52
7,31,44
8,26,54
7,33,42
7,30,46
4,10,30
5,6,25
8,26,89
7,41,35
5,11,41
64,370,918
5,9,34
48,306,811
5,12,59
5,14,34
7,16,59
9,32,57
7,23,46
5,16,30
5,13,30
9,43,88
21,73,317
15,123,128
11,34,113
80,654,1031
25,164,335
10,62,68
7,19,36
7,16,39
156,1111,905
5,6,43
4,4,26
8,27,53
8,37,43
6,25,48
4,6,18
7,24,31
17,61,143
14,112,92
12,24,159
10,51,73
6,19,31
5,8,54
7,25,50
9,44,67
69,428,672
58,489,410
5,12,13
11,72,71
10,65,78
9,43,116
3,1,20
4,6,46
14,89,97
6,23,37
43,153,659
20,158,133
13,87,84
6,8,56
8,52,48
9,23,100
6,16,44
4,4,12
6,26,79
17,58,260
5,5,45
6,12,32
10,64,60
6,14,38
9,55,71
11,73,62
4,7,49
8,20,80
7,10,88
17,120,113
4,10,24
7,33,42
7,20,35
6,9,46
3,7,20
13,24,109
11,42,85
8,26,54
5,12,44
5,7,50
8,24,56
9,28,120
4,6,45
6,13,23
26,189,249
9,22,83
7,40,40
5,9,39
13,65,141
7,9,46
5,14,11
6,8,46
7,19,36
16,72,213
13,79,84
4,13,40
12,24,176
6,11,50
7,26,43
6,15,36
11,63,66
19,120,147
4,3,32
12,78,102
6,39,62
4,10,26
7,11,58
17,104,202
7,21,34
10,32,63
8,22,58
8,32,48
11,76,99
4,12,27
5,10,21
13,93,135
5,3,38
7,18,58
5,8,36
5,9,34
11,32,129
8,42,38
15,68,196
5,9,26
8,33,47
52,276,865
14,91,99
14,30,124
4,4,52
17,74,127
6,20,56
7,22,47
9,53,76
6,24,65
7,24,57
13,41,141
8,42,38
14,75,109
5,16,11
7,13,62
23,183,194
4,11,28
7,20,53
5,4,39
25,189,190
6,5,43
8,30,102
6,14,54
32,232,236
7,24,56
4,5,34
7,13,48
4,15,33
12,33,204
6,6,62
5,9,36
11,45,58
5,10,31
6,8,54
24,143,199
10,38,92
8,22,58
6,19,41
6,12,49
11,59,141
13,35,132
17,103,114
9,38,65
38,138,601
16,84,136
12,38,126
4,29,35
8,69,64
7,22,53
13,67,123
6,13,62
5,9,43
6,12,24
35,153,386
4,9,21
11,46,111
8,38,42
12,42,110
11,58,67
7,28,27
9,47,79
8,22,58
6,16,34
6,38,70
8,66,55
9,41,118
10,48,85
11,67,76
10,9,83
8,30,71
10,70,68
7,25,44
368,2441,4843
5,3,32
11,36,136
7,12,43
5,6,33
11,47,139
7,12,43
10,77,66
5,31,40
8,24,77
10,33,69
7,15,54
4,17,47
6,14,88
5,16,55
3,8,20
10,36,94
9,28,91
12,88,112
8,17,63
3,2,14
8,28,52
7,18,43
13,77,103
6,18,58
15,62,193
11,82,67
7,26,85
5,10,41
255,1724,4293
18,102,176
6,17,47
4,10,45
8,37,43
85,392,1415
6,19,31
99,487,1482
27,107,206
7,25,51
5,11,14
5,11,20
14,45,185
9,38,81
12,30,118
8,39,41
11,75,106
9,58,88
5,18,37
2,0,19
12,78,74
10,23,101
44,398,266
18,113,133
6,12,24
10,53,77
5,15,50
6,1,43
18,156,154
2,1,23
13,57,95
8,32,48
8,53,27
7,15,61
8,35,45
432,4857,4426
7,24,52
8,30,50
8,30,50
10,38,92
8,48,32
11,61,96
4,6,27
7,22,54
6,8,40
7,20,49
101,754,785
4,25,39
5,3,43
1,1,8
15,57,223
6,8,28
11,32,153
18,116,239
2,1,15
8,24,56
4,15,69
7,12,61
5,12,39
13,85,86
7,15,40
14,59,217
9,18,105
9,50,69
6,12,57
4,2,37
15,117,120
12,53,119
13,48,173
8,30,50
10,26,106
209,534,2534
11,66,95
4,8,54
12,94,94
10,46,78
8,27,53
8,33,47
19,92,167
14,53,189
20,155,226
6,9,55
7,36,19
10,18,80
14,62,134
6,20,55
5,7,45
5,17,48
7,9,67
28,166,217
3,0,12
3,10,38
6,6,51
2,6,13
8,37,89
7,13,56
8,24,56
6,37,39
11,47,98
66,258,1302
7,7,54
10,23,95
9,30,120
8,22,100
10,50,64
5,7,24
534,3945,7329
13,94,83
6,51,73
5,14,65
27,124,307
3,1,23
8,24,56
6,16,60
6,9,51
8,47,33
137,748,2485
6,17,52
82,473,1072
11,52,117
8,43,37
9,40,79
9,60,78
10,30,134
282,2191,4693
434,4747,3529
12,29,161
6,19,57
10,44,108
12,90,95
6,9,55
7,45,35
3,3,13
9,45,68
6,22,54
8,34,83
29,139,350
7,14,57
6,21,54
617,5604,7099
10,64,89
11,40,99
17,109,148
10,73,57
10,42,88
21,89,196
5,8,33
4,3,36
8,25,55
358,3253,4104
6,10,34
7,27,28
17,121,81
4,4,37
7,26,43
379,2007,5938
18,98,180
13,61,112
6,16,51
20,128,121
10,28,127
5,13,47
12,71,77
7,14,47
9,12,113
15,80,115
4,6,33
277,975,5778
27,125,164
4,16,35
11,44,114
4,15,45
320,3032,3910
4,2,32
15,88,177
10,83,129
6,24,47
6,17,54
