wc,tif,trb
6101,20907,115466
3528,23979,32281
2870,20247,35032
3157,18340,39893
1553,7194,31455
1598,11736,14266
5528,30627,73111
5353,21100,101129
8657,68345,87814
6240,46940,73432
2698,21947,25747
11388,60266,132750
21,103,272
2208,14739,38407
1066,4348,21605
2579,14355,35398
1797,17955,20884
1028,4109,21471
4764,19113,93795
873,8174,12764
6343,36644,74995
31,172,395
6743,39584,61783
4506,20774,75106
4856,23395,91759
9866,61780,90502
4023,30351,30248
2881,11535,60342
4955,22617,94985
275,1752,5083
7869,33366,130843
1038,9757,16093
4152,31442,38494
2054,12402,24528
3276,19708,56822
2160,17862,25193
4459,15454,89555
7828,36850,96724
4941,22291,80786
2325,5297,52708
8,30,50
2189,23119,16979
1036,3706,22062
1537,7668,30655
2986,18172,41017
6260,39781,28092
2745,13767,35546
5399,18641,94952
5589,24762,76638
5042,23313,57263
38,241,506
8314,54732,90222
8905,40712,106862
6,19,31
3299,21247,31119
6759,26644,111739
3619,26653,53750
24,104,300
5772,33489,76100
7,16,39
815,1218,19063
10277,39205,124518
6966,45404,86990
6,5,66
2737,12140,40268
8818,48000,83390
8457,37778,93724
1787,13688,27762
6104,34300,62034
5151,27607,58340
2597,13364,45299
4194,38093,57187
2494,13529,41803
3342,26679,28284
2067,8796,42677
1655,15981,23023
8235,33165,111110
4428,21238,61940
4259,21689,73508
8612,42874,106564
1827,18579,21673
1954,15323,27455
6618,22195,128137
3050,29020,21264
5245,30890,84801
8,16,64
2046,7663,37278
10931,55654,120390
5581,34619,52640
3481,22274,30829
7600,51381,59783
2046,4594,40338
3443,13272,66311
3058,21894,48330
4629,22442,82005
4615,29214,48517
5344,22042,84910
5121,40074,39388
6841,32879,117053
4481,17977,50503
2250,4915,45031
6688,31061,86099
1523,2293,35662
14951,80860,120995
1027,3593,22028
1073,3883,22286
10736,81558,109547
5985,37499,90356
3765,17856,67773
10292,75113,98955
3622,17669,72583
9558,61126,121575
1947,10989,32052
8174,37076,75198
604,6772,8070
1128,5164,22496
2037,7613,37177
9329,73120,67630
2080,7714,37566
10572,68508,75532
5449,32960,61231
