wc,tif,trb
6375,30174,125669
217,1549,3146
191,1458,3093
406,3573,4515
15,41,178
26,225,133
3565,21633,45698
6567,23623,119444
6144,64790,59020
6605,50944,70575
4405,44461,45570
7206,32623,116773
28,174,356
213,1808,3136
167,648,3400
19,38,205
4736,44979,58897
241,2019,3024
3626,12891,76702
12,77,67
3494,23812,58696
12,51,117
3173,20580,58607
3330,11672,71438
4991,20043,101033
4069,39937,49950
1807,13317,16969
3241,13076,67775
3179,17412,61810
6,17,74
8414,31722,152588
258,2563,2880
8565,57147,80112
241,831,5022
3414,15578,68953
459,2335,6187
3920,17119,80656
2523,8567,54376
3218,12911,66784
873,2112,19647
207,1440,3615
10,50,80
1270,12240,19284
244,1198,4782
204,752,3792
712,5076,5131
539,2896,5443
4836,14771,106003
3173,4782,74402
219,654,1560
10,46,120
9214,51188,118014
9887,62338,117947
150,378,3258
47,330,592
5811,30247,108522
3259,20394,60725
10,21,81
5164,38395,70154
174,414,3762
6,10,42
12595,40039,157111
3564,28788,47190
193,431,4135
15,78,125
10180,54687,96961
2940,11545,61827
183,1044,3438
6181,35007,88008
382,2080,4558
244,1369,3897
4753,42724,61703
3325,13144,68912
1717,11866,25028
2461,8608,52737
485,4895,3869
4002,15560,75866
2744,12923,54587
3473,24841,59112
3959,24181,50652
3175,31822,46632
311,2201,3934
4786,17494,101179
16,136,74
7812,48596,123222
245,2078,2259
6,3,68
14239,56020,190221
13010,81468,105573
20,173,159
8260,67579,66546
9,11,78
3185,12752,66607
9,22,103
3850,19633,72168
6617,54642,87271
7905,54321,94914
721,4663,3805
8748,59244,130231
744,3468,7759
6,3,61
5024,36427,73677
3153,4730,73981
12372,100194,66114
6,15,56
9,47,44
11040,85262,101380
3425,30999,52218
3164,22096,56879
2640,24052,38440
4738,26263,92108
8317,63373,119097
165,718,3271
791,4682,10083
20,188,98
25,88,153
172,909,2400
9565,79477,82823
164,1183,2803
13792,86186,118012
593,4469,6529
3095,32533,41453
3174,14257,64875
338,3055,4269
10,34,90
252,2560,2808
1720,12108,25649
407,2434,6706
5142,28126,100277
37,166,305
561,5314,3835
9425,92287,47028
6679,49949,53250
3008,8780,66300
5,3,22
360,1329,7551
17,84,223
252,1222,2618
634,5909,6835
257,1895,1131
822,3612,12316
878,7792,13751
17,105,150
3332,6702,76454
75,758,426
5061,41836,66853
8,48,32
190,932,3484
784,5805,6506
3247,18269,62786
9603,56717,131274
12423,82782,131285
4,12,27
439,3821,4204
164,639,3341
3,5,27
2328,13759,39525
27,219,264
2827,14668,54747
205,2111,2538
2056,20461,23846
8,14,66
244,1243,1984
10630,42098,132804
349,1720,5801
206,1196,3576
293,1489,4982
9,20,65
250,3079,2303
274,1359,5010
323,3028,2789
3445,27740,55294
3900,29568,45261
8,51,75
164,643,3368
769,6097,4950
3169,7927,71178
165,1171,2770
4,6,28
6626,41464,100076
189,2502,1639
249,2357,3771
2,1,6
14,58,148
1536,8092,14167
269,2792,2715
738,4401,4786
605,4067,7377
6328,26908,112242
7954,45893,133656
14,24,279
14440,79343,137429
10966,76911,99504
12,22,134
10,38,92
8,40,40
515,4639,3226
10,42,101
9862,92848,53120
109,841,1650
12,43,131
3193,18054,47621
14,77,95
17,214,91
163,943,3033
260,2755,2720
14,27,119
13,69,110
119,1656,863
12928,105783,78316
7,15,46
18,83,231
362,1173,6754
644,4111,4462
3331,9998,73163
1096,8203,11691
8008,68843,49907
14,35,207
7,9,62
163,485,3524
401,2227,4158
5,11,18
11,30,81
4231,16869,79455
9,27,96
199,1906,2673
